"GO.ID"	"GO.Term"	"Z-score"
"GO:0031090"	"organelle membrane"	"53.678"
"GO:0005789"	"endoplasmic reticulum membrane"	"23.992"
"GO:0005759"	"mitochondrial matrix"	"21.431"
"GO:0070062"	"extracellular exosome"	"21.417"
"GO:0005739"	"mitochondrion"	"17.48"
"GO:0005737"	"cytoplasm"	"14.849"
"GO:1904813"	"ficolin-1-rich granule lumen"	"14.4"
"GO:0043209"	"myelin sheath"	"13.812"
"GO:0072562"	"blood microparticle"	"13.36"
"GO:0034774"	"secretory granule lumen"	"12.03"
"GO:0043231"	"intracellular membrane-bounded organelle"	"11.946"
"GO:0005576"	"extracellular region"	"10.17"
"GO:0042470"	"melanosome"	"9.185"
"GO:0005783"	"endoplasmic reticulum"	"8.83"
"GO:0005829"	"cytosol"	"8.625"
"GO:0030678"	"mitochondrial ribonuclease P complex"	"8.408"
"GO:0022624"	"proteasome accessory complex"	"8.146"
"GO:0034361"	"very-low-density lipoprotein particle"	"8.135"
"GO:0042627"	"chylomicron"	"7.94"
"GO:0045254"	"pyruvate dehydrogenase complex"	"7.89"
"GO:0002199"	"zona pellucida receptor complex"	"7.502"
"GO:0005615"	"extracellular space"	"7.389"
"GO:0000502"	"proteasome complex"	"7.385"
"GO:0035578"	"azurophil granule lumen"	"7.251"
"GO:0017101"	"aminoacyl-tRNA synthetase multienzyme complex"	"7.25"
"GO:0016020"	"membrane"	"7.135"
"GO:0005811"	"lipid particle"	"7.102"
"GO:0016234"	"inclusion body"	"7.091"
"GO:0032432"	"actin filament bundle"	"6.882"
"GO:0008180"	"COP9 signalosome"	"6.735"
"GO:0005832"	"chaperonin-containing T-complex"	"6.712"
"GO:0042567"	"insulin-like growth factor ternary complex"	"6.68"
"GO:0005777"	"peroxisome"	"6.655"
"GO:0005778"	"peroxisomal membrane"	"6.653"
"GO:0031227"	"intrinsic component of endoplasmic reticulum membrane"	"6.631"
"GO:0044297"	"cell body"	"6.56"
"GO:0005945"	"6-phosphofructokinase complex"	"6.369"
"GO:0030135"	"coated vesicle"	"6.306"
"GO:0005788"	"endoplasmic reticulum lumen"	"6.251"
"GO:0005782"	"peroxisomal matrix"	"6.23"
"GO:0034364"	"high-density lipoprotein particle"	"6.101"
"GO:1905286"	"serine-type peptidase complex"	"5.957"
"GO:0008540"	"proteasome regulatory particle, base subcomplex"	"5.873"
"GO:0031093"	"platelet alpha granule lumen"	"5.821"
"GO:0062023"	NA	"5.737"
"GO:0016942"	"insulin-like growth factor binding protein complex"	"5.719"
"GO:0034366"	"spherical high-density lipoprotein particle"	"5.649"
"GO:0031597"	"cytosolic proteasome complex"	"5.638"
"GO:0042645"	"mitochondrial nucleoid"	"5.624"
"GO:0045252"	"oxoglutarate dehydrogenase complex"	"5.599"
"GO:0071682"	"endocytic vesicle lumen"	"5.588"
"GO:0035867"	"alphav-beta3 integrin-IGF-1-IGF1R complex"	"5.571"
"GO:0034362"	"low-density lipoprotein particle"	"5.425"
"GO:0043202"	"lysosomal lumen"	"5.343"
"GO:0016021"	"integral component of membrane"	"5.224"
"GO:0097227"	"sperm annulus"	"5.182"
"GO:0005952"	"cAMP-dependent protein kinase complex"	"5.062"
"GO:0000015"	"phosphopyruvate hydratase complex"	"5.032"
"GO:0005741"	"mitochondrial outer membrane"	"4.797"
"GO:0046696"	"lipopolysaccharide receptor complex"	"4.714"
"GO:0005765"	"lysosomal membrane"	"4.683"
"GO:0034751"	"aryl hydrocarbon receptor complex"	"4.639"
"GO:0009986"	"cell surface"	"4.635"
"GO:0008541"	"proteasome regulatory particle, lid subcomplex"	"4.631"
"GO:0031528"	"microvillus membrane"	"4.63"
"GO:0036266"	"Cdc48p-Npl4p-Vms1p AAA ATPase complex"	"4.617"
"GO:0034663"	"endoplasmic reticulum chaperone complex"	"4.595"
"GO:0005940"	"septin ring"	"4.571"
"GO:0031105"	"septin complex"	"4.571"
"GO:0032160"	"septin filament array"	"4.571"
"GO:1990917"	"ooplasm"	"4.434"
"GO:1990913"	"sperm head plasma membrane"	"4.382"
"GO:0034363"	"intermediate-density lipoprotein particle"	"4.368"
"GO:0036128"	"CatSper complex"	"4.347"
"GO:0033180"	"proton-transporting V-type ATPase, V1 domain"	"4.343"
"GO:0097452"	"GAIT complex"	"4.314"
"GO:0016235"	"aggresome"	"4.269"
"GO:0034998"	"oligosaccharyltransferase I complex"	"4.268"
"GO:0032991"	"macromolecular complex"	"4.201"
"GO:0005579"	"membrane attack complex"	"4.182"
"GO:0098575"	"lumenal side of lysosomal membrane"	"4.168"
"GO:0048471"	"perinuclear region of cytoplasm"	"4.158"
"GO:0005967"	"mitochondrial pyruvate dehydrogenase complex"	"4.151"
"GO:0005838"	"proteasome regulatory particle"	"4.14"
"GO:1990357"	"terminal web"	"4.058"
"GO:0001527"	"microfibril"	"4.004"
"GO:0072687"	"meiotic spindle"	"3.967"
"GO:0005577"	"fibrinogen complex"	"3.931"
"GO:0005758"	"mitochondrial intermembrane space"	"3.906"
"GO:0044294"	"dendritic growth cone"	"3.9"
"GO:0034365"	"discoidal high-density lipoprotein particle"	"3.899"
"GO:0000221"	"vacuolar proton-transporting V-type ATPase, V1 domain"	"3.837"
"GO:0005851"	"eukaryotic translation initiation factor 2B complex"	"3.822"
"GO:0097454"	"Schwann cell microvillus"	"3.811"
"GO:0031233"	"intrinsic component of external side of plasma membrane"	"3.799"
"GO:0051286"	"cell tip"	"3.791"
"GO:0034683"	"integrin alphav-beta3 complex"	"3.781"
"GO:1990221"	"L-cysteine desulfurase complex"	"3.776"
"GO:0032838"	"cell projection cytoplasm"	"3.773"
"GO:0036019"	"endolysosome"	"3.772"
