"ID"	"Pathway"	"Z-score"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"39.389"
"hsa05204"	"Chemical carcinogenesis"	"39.221"
"hsa00982"	"Drug metabolism - cytochrome P450"	"38.885"
"hsa00140"	"Steroid hormone biosynthesis"	"33.971"
"hsa00830"	"Retinol metabolism"	"32.789"
"hsa00591"	"Linoleic acid metabolism"	"29.176"
"hsa00590"	"Arachidonic acid metabolism"	"27.19"
"hsa00120"	"Primary bile acid biosynthesis"	"22.135"
"hsa00983"	"Drug metabolism - other enzymes"	"19.516"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"17.482"
"hsa00480"	"Glutathione metabolism"	"15.422"
"hsa00380"	"Tryptophan metabolism"	"15.025"
"hsa00620"	"Pyruvate metabolism"	"14.751"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"14.422"
"hsa00232"	"Caffeine metabolism"	"13.726"
"hsa04612"	"Antigen processing and presentation"	"13.7"
"hsa00020"	"Citrate cycle (TCA cycle)"	"13.096"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"12.534"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"12.459"
"hsa05134"	"Legionellosis"	"12.14"
"hsa00052"	"Galactose metabolism"	"12.119"
"hsa04950"	"Maturity onset diabetes of the young"	"11.817"
"hsa04145"	"Phagosome"	"11.784"
"hsa00071"	"Fatty acid degradation"	"11.708"
"hsa00100"	"Steroid biosynthesis"	"11.416"
"hsa00040"	"Pentose and glucuronate interconversions"	"11.078"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"10.727"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"10.722"
"hsa00051"	"Fructose and mannose metabolism"	"10.371"
"hsa00640"	"Propanoate metabolism"	"10.292"
"hsa04913"	"Ovarian steroidogenesis"	"10.177"
"hsa00500"	"Starch and sucrose metabolism"	"10.062"
"hsa00270"	"Cysteine and methionine metabolism"	"9.739"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"9.629"
"hsa05145"	"Toxoplasmosis"	"9.377"
"hsa00350"	"Tyrosine metabolism"	"9.255"
"hsa04213"	"Longevity regulating pathway - multiple species"	"8.997"
"hsa00260"	"Glycine, serine and threonine metabolism"	"8.919"
"hsa00030"	"Pentose phosphate pathway"	"8.887"
"hsa00053"	"Ascorbate and aldarate metabolism"	"8.818"
"hsa04146"	"Peroxisome"	"8.696"
"hsa00310"	"Lysine degradation"	"8.632"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"8.389"
"hsa04610"	"Complement and coagulation cascades"	"8.302"
"hsa00561"	"Glycerolipid metabolism"	"8.297"
"hsa00650"	"Butanoate metabolism"	"7.902"
"hsa00330"	"Arginine and proline metabolism"	"7.8"
"hsa05130"	"Pathogenic Escherichia coli infection"	"7.782"
"hsa00410"	"beta-Alanine metabolism"	"7.766"
"hsa00900"	"Terpenoid backbone biosynthesis"	"7.623"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"7.595"
"hsa00340"	"Histidine metabolism"	"7.508"
"hsa04915"	"Estrogen signaling pathway"	"7.48"
"hsa00220"	"Arginine biosynthesis"	"7.451"
"hsa04152"	"AMPK signaling pathway"	"7.415"
"hsa03320"	"PPAR signaling pathway"	"7.237"
"hsa00360"	"Phenylalanine metabolism"	"7.236"
"hsa05164"	"Influenza A"	"7.029"
"hsa03050"	"Proteasome"	"7.017"
"hsa04979"	"Cholesterol metabolism"	"6.944"
"hsa04922"	"Glucagon signaling pathway"	"6.823"
"hsa04540"	"Gap junction"	"6.642"
"hsa05020"	"Prion diseases"	"6.634"
"hsa04976"	"Bile secretion"	"6.615"
"hsa04975"	"Fat digestion and absorption"	"6.479"
"hsa00670"	"One carbon pool by folate"	"6.303"
"hsa05162"	"Measles"	"6.266"
"hsa04066"	"HIF-1 signaling pathway"	"6.237"
"hsa05230"	"Central carbon metabolism in cancer"	"5.857"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"5.835"
"hsa03018"	"RNA degradation"	"5.626"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"5.605"
"hsa04010"	"MAPK signaling pathway"	"5.568"
"hsa00061"	"Fatty acid biosynthesis"	"5.56"
"hsa04910"	"Insulin signaling pathway"	"5.55"
"hsa04930"	"Type II diabetes mellitus"	"5.42"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"5.196"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"5.172"
"hsa04530"	"Tight junction"	"4.997"
"hsa04210"	"Apoptosis"	"4.953"
"hsa04966"	"Collecting duct acid secretion"	"4.935"
"hsa05110"	"Vibrio cholerae infection"	"4.899"
"hsa05152"	"Tuberculosis"	"4.78"
"hsa05133"	"Pertussis"	"4.71"
"hsa00450"	"Selenocompound metabolism"	"4.69"
"hsa05169"	"Epstein-Barr virus infection"	"4.635"
"hsa04920"	"Adipocytokine signaling pathway"	"4.607"
"hsa04931"	"Insulin resistance"	"4.533"
"hsa04940"	"Type I diabetes mellitus"	"4.279"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"4.053"
"hsa05323"	"Rheumatoid arthritis"	"4.045"
"hsa00790"	"Folate biosynthesis"	"3.906"
"hsa04621"	"NOD-like receptor signaling pathway"	"3.884"
