"GO.ID"	"GO.Term"	"Z-score"
"GO:0004497"	"monooxygenase activity"	"59.328"
"GO:0005506"	"iron ion binding"	"57.571"
"GO:0020037"	"heme binding"	"56.727"
"GO:0008395"	"steroid hydroxylase activity"	"53.61"
"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"49.728"
"GO:0070330"	"aromatase activity"	"49.101"
"GO:0008392"	"arachidonic acid epoxygenase activity"	"42.02"
"GO:0019825"	"oxygen binding"	"31.573"
"GO:0101020"	"estrogen 16-alpha-hydroxylase activity"	"26.689"
"GO:0034875"	"caffeine oxidase activity"	"25.759"
"GO:0004364"	"glutathione transferase activity"	"22.686"
"GO:0016705"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	"22.297"
"GO:0016491"	"oxidoreductase activity"	"22.139"
"GO:0008401"	"retinoic acid 4-hydroxylase activity"	"20.113"
"GO:0050051"	"leukotriene-B4 20-monooxygenase activity"	"19.529"
"GO:0030343"	"vitamin D3 25-hydroxylase activity"	"19.257"
"GO:0018685"	"alkane 1-monooxygenase activity"	"19.1"
"GO:0016709"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"18.849"
"GO:0097258"	"20-hydroxy-leukotriene B4 omega oxidase activity"	"15.986"
"GO:0097259"	"20-aldehyde-leukotriene B4 20-monooxygenase activity"	"15.986"
"GO:0004499"	"N,N-dimethylaniline monooxygenase activity"	"15.874"
"GO:0008389"	"coumarin 7-hydroxylase activity"	"15.859"
"GO:0008106"	"alcohol dehydrogenase (NADP+) activity"	"15.556"
"GO:0004032"	"alditol:NADP+ 1-oxidoreductase activity"	"15.546"
"GO:0051082"	"unfolded protein binding"	"15.31"
"GO:0008396"	"oxysterol 7-alpha-hydroxylase activity"	"15.176"
"GO:0050649"	"testosterone 6-beta-hydroxylase activity"	"14.89"
"GO:0004507"	"steroid 11-beta-monooxygenase activity"	"14.667"
"GO:0047783"	"corticosterone 18-monooxygenase activity"	"14.667"
"GO:0070576"	"vitamin D 24-hydroxylase activity"	"13.487"
"GO:0042623"	"ATPase activity, coupled"	"13.256"
"GO:0004033"	"aldo-keto reductase (NADP) activity"	"13.069"
"GO:0031072"	"heat shock protein binding"	"12.939"
"GO:0030170"	"pyridoxal phosphate binding"	"12.275"
"GO:0005524"	"ATP binding"	"12.249"
"GO:0004602"	"glutathione peroxidase activity"	"12.137"
"GO:0015112"	"nitrate transmembrane transporter activity"	"11.904"
"GO:0044183"	"protein binding involved in protein folding"	"11.738"
"GO:0004509"	"steroid 21-monooxygenase activity"	"11.612"
"GO:0047086"	"ketosteroid monooxygenase activity"	"11.439"
"GO:0001972"	"retinoic acid binding"	"11.37"
"GO:0016229"	"steroid dehydrogenase activity"	"11.191"
"GO:0051787"	"misfolded protein binding"	"11.168"
"GO:0004112"	"cyclic-nucleotide phosphodiesterase activity"	"11.13"
"GO:0102076"	NA	"11.13"
"GO:0009055"	"electron carrier activity"	"11.06"
"GO:0043295"	"glutathione binding"	"11.028"
"GO:0008123"	"cholesterol 7-alpha-monooxygenase activity"	"10.992"
"GO:0008397"	"sterol 12-alpha-hydroxylase activity"	"10.967"
"GO:0033778"	"7alpha-hydroxycholest-4-en-3-one 12alpha-hydroxylase activity"	"10.967"
"GO:0052869"	"arachidonic acid omega-hydroxylase activity"	"10.838"
"GO:0052871"	"alpha-tocopherol omega-hydroxylase activity"	"10.838"
"GO:0052872"	"tocotrienol omega-hydroxylase activity"	"10.838"
"GO:0008387"	"steroid 7-alpha-hydroxylase activity"	"10.525"
"GO:0001758"	"retinal dehydrogenase activity"	"10.511"
"GO:0061896"	NA	"10.413"
"GO:0061897"	NA	"10.413"
"GO:0061898"	NA	"10.413"
"GO:0061899"	NA	"10.413"
"GO:0018585"	"fluorene oxygenase activity"	"10.209"
"GO:0008386"	"cholesterol monooxygenase (side-chain-cleaving) activity"	"10.205"
"GO:0033781"	"cholesterol 24-hydroxylase activity"	"10.194"
"GO:0008398"	"sterol 14-demethylase activity"	"10.191"
"GO:0005503"	"all-trans retinal binding"	"10.07"
"GO:0008403"	"25-hydroxycholecalciferol-24-hydroxylase activity"	"9.976"
"GO:0030342"	"1-alpha,25-dihydroxyvitamin D3 24-hydroxylase activity"	"9.976"
"GO:0008404"	"arachidonic acid 14,15-epoxygenase activity"	"9.914"
"GO:0008405"	"arachidonic acid 11,12-epoxygenase activity"	"9.914"
"GO:0071614"	"linoleic acid epoxygenase activity"	"9.914"
"GO:0004498"	"calcidiol 1-monooxygenase activity"	"9.886"
"GO:0004464"	"leukotriene-C4 synthase activity"	"9.641"
"GO:0005525"	"GTP binding"	"9.589"
"GO:0003857"	"3-hydroxyacyl-CoA dehydrogenase activity"	"9.557"
"GO:0044549"	"GTP cyclohydrolase binding"	"9.532"
"GO:0004029"	"aldehyde dehydrogenase (NAD) activity"	"9.527"
"GO:0032052"	"bile acid binding"	"9.168"
"GO:0004508"	"steroid 17-alpha-monooxygenase activity"	"9.151"
"GO:0047442"	"17-alpha-hydroxyprogesterone aldolase activity"	"9.151"
"GO:0016887"	"ATPase activity"	"9.145"
"GO:0016208"	"AMP binding"	"9.139"
"GO:0016655"	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"	"9.061"
"GO:0047718"	"indanol dehydrogenase activity"	"8.79"
"GO:0050660"	"flavin adenine dinucleotide binding"	"8.781"
"GO:0008709"	"cholate 7-alpha-dehydrogenase activity"	"8.736"
"GO:0030283"	"testosterone dehydrogenase [NAD(P)] activity"	"8.736"
"GO:0047015"	"3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity"	"8.736"
"GO:0051287"	"NAD binding"	"8.696"
"GO:0005504"	"fatty acid binding"	"8.595"
"GO:0047305"	"(R)-3-amino-2-methylpropionate-pyruvate transaminase activity"	"8.588"
"GO:0051087"	"chaperone binding"	"8.484"
"GO:0018636"	"phenanthrene 9,10-monooxygenase activity"	"8.386"
"GO:0047115"	"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity"	"8.375"
"GO:0055131"	"C3HC4-type RING finger domain binding"	"8.271"
"GO:0060229"	"lipase activator activity"	"8.26"
"GO:0016597"	"amino acid binding"	"8.235"
"GO:0032451"	"demethylase activity"	"8.203"
"GO:0031406"	"carboxylic acid binding"	"8.113"
"GO:0070524"	"11-beta-hydroxysteroid dehydrogenase (NADP+) activity"	"8.091"
"GO:0008194"	"UDP-glycosyltransferase activity"	"7.922"
"GO:1904768"	"all-trans-retinol binding"	"7.902"
