"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"39.389"	"320"	"46.901"	"6.933"
"hsa05204"	"Chemical carcinogenesis"	"39.221"	"346"	"52.974"	"7.471"
"hsa00982"	"Drug metabolism - cytochrome P450"	"38.885"	"287"	"38.947"	"6.379"
"hsa00140"	"Steroid hormone biosynthesis"	"33.971"	"253"	"38.678"	"6.309"
"hsa00830"	"Retinol metabolism"	"32.789"	"237"	"38.421"	"6.056"
"hsa00591"	"Linoleic acid metabolism"	"29.176"	"92"	"8.515"	"2.861"
"hsa00590"	"Arachidonic acid metabolism"	"27.19"	"137"	"19.68"	"4.315"
"hsa00120"	"Primary bile acid biosynthesis"	"22.135"	"89"	"12.971"	"3.435"
"hsa00983"	"Drug metabolism - other enzymes"	"19.516"	"226"	"66.453"	"8.175"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"17.482"	"501"	"248.163"	"14.462"
"hsa00480"	"Glutathione metabolism"	"15.422"	"149"	"45.046"	"6.741"
"hsa00380"	"Tryptophan metabolism"	"15.025"	"155"	"49.958"	"6.991"
"hsa00620"	"Pyruvate metabolism"	"14.751"	"252"	"105.998"	"9.898"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"14.422"	"176"	"64.498"	"7.731"
"hsa00232"	"Caffeine metabolism"	"13.726"	"20"	"1.908"	"1.318"
"hsa04612"	"Antigen processing and presentation"	"13.7"	"515"	"304.931"	"15.333"
"hsa00020"	"Citrate cycle (TCA cycle)"	"13.096"	"221"	"97.02"	"9.467"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"12.534"	"198"	"87.633"	"8.806"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"12.459"	"878"	"596.675"	"22.579"
"hsa05134"	"Legionellosis"	"12.14"	"510"	"314.393"	"16.112"
"hsa00052"	"Galactose metabolism"	"12.119"	"170"	"72.104"	"8.078"
"hsa04950"	"Maturity onset diabetes of the young"	"11.817"	"144"	"61.083"	"7.017"
"hsa04145"	"Phagosome"	"11.784"	"680"	"445.013"	"19.942"
"hsa00071"	"Fatty acid degradation"	"11.708"	"140"	"54.239"	"7.325"
"hsa00100"	"Steroid biosynthesis"	"11.416"	"63"	"17.643"	"3.973"
