"Pathway"	"Z-score"
"Chemical carcinogenesis"	"18.393"
"Metabolism of xenobiotics by cytochrome P450"	"18.092"
"Tyrosine metabolism"	"17.654"
"Drug metabolism - cytochrome P450"	"17.633"
"Tryptophan metabolism"	"14.734"
"Retinol metabolism"	"13.013"
"Drug metabolism - other enzymes"	"12.477"
"Steroid hormone biosynthesis"	"12.087"
"beta-Alanine metabolism"	"11.678"
"Glutathione metabolism"	"11.511"
"Arginine and proline metabolism"	"10.611"
"Riboflavin metabolism"	"10.134"
"Peroxisome"	"9.948"
"Fatty acid degradation"	"9.802"
"Histidine metabolism"	"9.58"
"Arachidonic acid metabolism"	"9.444"
"Phenylalanine metabolism"	"9.136"
"Caffeine metabolism"	"8.612"
"Glycolysis / Gluconeogenesis"	"8.55"
"Taurine and hypotaurine metabolism"	"8.336"
"Cysteine and methionine metabolism"	"7.975"
"Complement and coagulation cascades"	"7.804"
"Ovarian steroidogenesis"	"7.656"
"Cholesterol metabolism"	"7.654"
"Folate biosynthesis"	"7.438"
"PPAR signaling pathway"	"7.331"
"Ascorbate and aldarate metabolism"	"6.769"
"Valine, leucine and isoleucine degradation"	"6.361"
"Pantothenate and CoA biosynthesis"	"6.3"
"One carbon pool by folate"	"6.295"
"Arginine biosynthesis"	"6.176"
"Bile secretion"	"6.134"
"Biosynthesis of unsaturated fatty acids"	"5.748"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"5.667"
"Fluid shear stress and atherosclerosis"	"5.591"
"Glycine, serine and threonine metabolism"	"5.541"
"Linoleic acid metabolism"	"5.08"
"Glyoxylate and dicarboxylate metabolism"	"5.076"
"Thiamine metabolism"	"4.865"
"Citrate cycle (TCA cycle)"	"4.754"
"Porphyrin and chlorophyll metabolism"	"4.699"
"Valine, leucine and isoleucine biosynthesis"	"4.463"
"Primary bile acid biosynthesis"	"4.313"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"4.248"
"Ferroptosis"	"4.087"
"Hepatocellular carcinoma"	"4.069"
"Pyruvate metabolism"	"4.001"
"Vitamin B6 metabolism"	"3.812"
"ABC transporters"	"3.804"
"alpha-Linolenic acid metabolism"	"3.544"
"Pentose and glucuronate interconversions"	"3.527"
"AMPK signaling pathway"	"3.393"
