"Pathway"	"Z-score"
"Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"	"39.389"
"Chemical carcinogenesis - Homo sapiens (human)"	"39.221"
"Drug metabolism - cytochrome P450 - Homo sapiens (human)"	"38.885"
"Steroid hormone biosynthesis - Homo sapiens (human)"	"33.971"
"Retinol metabolism - Homo sapiens (human)"	"32.789"
"Linoleic acid metabolism - Homo sapiens (human)"	"29.176"
"Arachidonic acid metabolism - Homo sapiens (human)"	"27.19"
"Primary bile acid biosynthesis - Homo sapiens (human)"	"22.135"
"Drug metabolism - other enzymes - Homo sapiens (human)"	"19.516"
"Glycolysis / Gluconeogenesis - Homo sapiens (human)"	"17.482"
"Glutathione metabolism - Homo sapiens (human)"	"15.422"
"Tryptophan metabolism - Homo sapiens (human)"	"15.025"
"Pyruvate metabolism - Homo sapiens (human)"	"14.751"
"Valine, leucine and isoleucine degradation - Homo sapiens (human)"	"14.422"
"Caffeine metabolism - Homo sapiens (human)"	"13.726"
"Antigen processing and presentation - Homo sapiens (human)"	"13.7"
"Citrate cycle (TCA cycle) - Homo sapiens (human)"	"13.096"
"Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"	"12.534"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"12.459"
"Legionellosis - Homo sapiens (human)"	"12.14"
"Galactose metabolism - Homo sapiens (human)"	"12.119"
"Maturity onset diabetes of the young - Homo sapiens (human)"	"11.817"
"Phagosome - Homo sapiens (human)"	"11.784"
"Fatty acid degradation - Homo sapiens (human)"	"11.708"
"Steroid biosynthesis - Homo sapiens (human)"	"11.416"
"Pentose and glucuronate interconversions - Homo sapiens (human)"	"11.078"
"Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"	"10.727"
"Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)"	"10.722"
"Fructose and mannose metabolism - Homo sapiens (human)"	"10.371"
"Propanoate metabolism - Homo sapiens (human)"	"10.292"
"Ovarian steroidogenesis - Homo sapiens (human)"	"10.177"
"Starch and sucrose metabolism - Homo sapiens (human)"	"10.062"
"Cysteine and methionine metabolism - Homo sapiens (human)"	"9.739"
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)"	"9.629"
"Toxoplasmosis - Homo sapiens (human)"	"9.377"
"Tyrosine metabolism - Homo sapiens (human)"	"9.255"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"8.997"
"Glycine, serine and threonine metabolism - Homo sapiens (human)"	"8.919"
"Pentose phosphate pathway - Homo sapiens (human)"	"8.887"
"Ascorbate and aldarate metabolism - Homo sapiens (human)"	"8.818"
"Peroxisome - Homo sapiens (human)"	"8.696"
"Lysine degradation - Homo sapiens (human)"	"8.632"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"8.389"
"Complement and coagulation cascades - Homo sapiens (human)"	"8.302"
"Glycerolipid metabolism - Homo sapiens (human)"	"8.297"
"Butanoate metabolism - Homo sapiens (human)"	"7.902"
"Arginine and proline metabolism - Homo sapiens (human)"	"7.8"
"Pathogenic Escherichia coli infection - Homo sapiens (human)"	"7.782"
"beta-Alanine metabolism - Homo sapiens (human)"	"7.766"
"Terpenoid backbone biosynthesis - Homo sapiens (human)"	"7.623"
"Synthesis and degradation of ketone bodies - Homo sapiens (human)"	"7.595"
"Histidine metabolism - Homo sapiens (human)"	"7.508"
"Estrogen signaling pathway - Homo sapiens (human)"	"7.48"
"Arginine biosynthesis - Homo sapiens (human)"	"7.451"
"AMPK signaling pathway - Homo sapiens (human)"	"7.415"
"PPAR signaling pathway - Homo sapiens (human)"	"7.237"
"Phenylalanine metabolism - Homo sapiens (human)"	"7.236"
"Influenza A - Homo sapiens (human)"	"7.029"
"Proteasome - Homo sapiens (human)"	"7.017"
"Cholesterol metabolism - Homo sapiens (human)"	"6.944"
"Glucagon signaling pathway - Homo sapiens (human)"	"6.823"
"Gap junction - Homo sapiens (human)"	"6.642"
"Prion diseases - Homo sapiens (human)"	"6.634"
"Bile secretion - Homo sapiens (human)"	"6.615"
"Fat digestion and absorption - Homo sapiens (human)"	"6.479"
"One carbon pool by folate - Homo sapiens (human)"	"6.303"
"Measles - Homo sapiens (human)"	"6.266"
"HIF-1 signaling pathway - Homo sapiens (human)"	"6.237"
"Central carbon metabolism in cancer - Homo sapiens (human)"	"5.857"
"Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)"	"5.835"
"RNA degradation - Homo sapiens (human)"	"5.626"
"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"	"5.605"
"MAPK signaling pathway - Homo sapiens (human)"	"5.568"
"Fatty acid biosynthesis - Homo sapiens (human)"	"5.56"
"Insulin signaling pathway - Homo sapiens (human)"	"5.55"
"Type II diabetes mellitus - Homo sapiens (human)"	"5.42"
"Pantothenate and CoA biosynthesis - Homo sapiens (human)"	"5.196"
"Porphyrin and chlorophyll metabolism - Homo sapiens (human)"	"5.172"
"Tight junction - Homo sapiens (human)"	"4.997"
"Apoptosis - Homo sapiens (human)"	"4.953"
"Collecting duct acid secretion - Homo sapiens (human)"	"4.935"
"Vibrio cholerae infection - Homo sapiens (human)"	"4.899"
"Tuberculosis - Homo sapiens (human)"	"4.78"
"Pertussis - Homo sapiens (human)"	"4.71"
"Selenocompound metabolism - Homo sapiens (human)"	"4.69"
"Epstein-Barr virus infection - Homo sapiens (human)"	"4.635"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"4.607"
"Insulin resistance - Homo sapiens (human)"	"4.533"
"Type I diabetes mellitus - Homo sapiens (human)"	"4.279"
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)"	"4.053"
"Rheumatoid arthritis - Homo sapiens (human)"	"4.045"
"Folate biosynthesis - Homo sapiens (human)"	"3.906"
"NOD-like receptor signaling pathway - Homo sapiens (human)"	"3.884"
"Necroptosis - Homo sapiens (human)"	"3.806"
"Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"	"3.778"
"Glycerophospholipid metabolism - Homo sapiens (human)"	"3.686"
"alpha-Linolenic acid metabolism - Homo sapiens (human)"	"3.57"
"Cortisol synthesis and secretion - Homo sapiens (human)"	"3.551"
"Biosynthesis of unsaturated fatty acids - Homo sapiens (human)"	"3.522"
"Leishmaniasis - Homo sapiens (human)"	"3.498"
