"GO.ID"	"GO.Term"	"Z-score"
"GO:0000268"	"peroxisome targeting sequence binding"	"23.906"
"GO:0005052"	"peroxisome matrix targeting signal-1 binding"	"23.906"
"GO:0052899"	"N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity"	"15.772"
"GO:0052902"	"spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity"	"15.772"
"GO:0052903"	"N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity"	"15.772"
"GO:0052904"	"N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity"	"15.772"
"GO:0008508"	"bile acid:sodium symporter activity"	"13.182"
"GO:0033745"	"L-methionine-(R)-S-oxide reductase activity"	"12.119"
"GO:0042171"	"lysophosphatidic acid acyltransferase activity"	"11.957"
"GO:0051264"	"mono-olein transacylation activity"	"11.728"
"GO:0051265"	"diolein transacylation activity"	"11.728"
"GO:0016530"	"metallochaperone activity"	"11.725"
"GO:0033814"	"propanoyl-CoA C-acyltransferase activity"	"11.288"
"GO:0050632"	"propionyl-CoA C2-trimethyltridecanoyltransferase activity"	"11.288"
"GO:0036042"	"long-chain fatty acyl-CoA binding"	"11.151"
"GO:0033885"	"10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity"	"10.394"
"GO:0070538"	"oleic acid binding"	"9.821"
"GO:0005524"	"ATP binding"	"9.765"
"GO:0047389"	"glycerophosphocholine phosphodiesterase activity"	"9.416"
"GO:0070191"	"methionine-R-sulfoxide reductase activity"	"9.223"
"GO:0042623"	"ATPase activity, coupled"	"9.091"
"GO:0004778"	"succinyl-CoA hydrolase activity"	"8.709"
"GO:0016290"	"palmitoyl-CoA hydrolase activity"	"8.598"
"GO:0015347"	"sodium-independent organic anion transmembrane transporter activity"	"8.444"
"GO:0004683"	"calmodulin-dependent protein kinase activity"	"8.398"
"GO:0051082"	"unfolded protein binding"	"8.391"
"GO:0003884"	"D-amino-acid oxidase activity"	"8.388"
"GO:0033743"	"peptide-methionine (R)-S-oxide reductase activity"	"8.322"
"GO:0051787"	"misfolded protein binding"	"8.113"
"GO:0031072"	"heat shock protein binding"	"8.105"
"GO:0016405"	"CoA-ligase activity"	"8.099"
"GO:0004165"	"dodecenoyl-CoA delta-isomerase activity"	"8.013"
"GO:0004411"	"homogentisate 1,2-dioxygenase activity"	"7.89"
"GO:0044183"	"protein binding involved in protein folding"	"7.781"
"GO:0008308"	"voltage-gated anion channel activity"	"7.773"
"GO:0005471"	"ATP:ADP antiporter activity"	"7.716"
"GO:0005324"	"long-chain fatty acid transporter activity"	"7.692"
"GO:0008445"	"D-aspartate oxidase activity"	"7.6"
"GO:0004499"	"N,N-dimethylaniline monooxygenase activity"	"7.569"
"GO:0008458"	"carnitine O-octanoyltransferase activity"	"7.545"
"GO:0015288"	"porin activity"	"7.536"
"GO:0016887"	"ATPase activity"	"7.503"
"GO:0048244"	"phytanoyl-CoA dioxygenase activity"	"7.492"
"GO:0005525"	"GTP binding"	"7.301"
"GO:0019841"	"retinol binding"	"7.235"
"GO:0034632"	"retinol transporter activity"	"7.202"
"GO:0000062"	"fatty-acyl-CoA binding"	"7.134"
"GO:0036105"	"peroxisome membrane class-1 targeting sequence binding"	"7.083"
"GO:0008321"	"Ral guanyl-nucleotide exchange factor activity"	"7.07"
"GO:0031267"	"small GTPase binding"	"6.899"
"GO:0005332"	"gamma-aminobutyric acid:sodium symporter activity"	"6.626"
"GO:0102991"	NA	"6.582"
"GO:0030697"	"S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity"	"6.514"
"GO:0046592"	"polyamine oxidase activity"	"6.514"
"GO:0052901"	"spermine:oxygen oxidoreductase (spermidine-forming) activity"	"6.514"
"GO:0047485"	"protein N-terminus binding"	"6.467"
"GO:0015038"	"glutathione disulfide oxidoreductase activity"	"6.459"
"GO:0016531"	"copper chaperone activity"	"6.441"
"GO:0015207"	"adenine transmembrane transporter activity"	"6.413"
"GO:0033989"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity"	"6.321"
"GO:0044594"	"17-beta-hydroxysteroid dehydrogenase (NAD+) activity"	"6.321"
"GO:0047617"	"acyl-CoA hydrolase activity"	"6.318"
"GO:0055131"	"C3HC4-type RING finger domain binding"	"6.31"
"GO:0050146"	"nucleoside phosphotransferase activity"	"6.166"
"GO:0019899"	"enzyme binding"	"6.146"
"GO:0016992"	"lipoate synthase activity"	"6.101"
"GO:0051287"	"NAD binding"	"6.08"
"GO:0015607"	"fatty-acyl-CoA transporter activity"	"6.035"
"GO:0008609"	"alkylglycerone-phosphate synthase activity"	"6.012"
"GO:0003998"	"acylphosphatase activity"	"6.001"
"GO:1904492"	"Ac-Asp-Glu binding"	"6.001"
"GO:1904493"	"tetrahydrofolyl-poly(glutamate) polymer binding"	"6.001"
"GO:0004551"	"nucleotide diphosphatase activity"	"5.849"
"GO:0000253"	"3-keto sterol reductase activity"	"5.835"
"GO:0004467"	"long-chain fatty acid-CoA ligase activity"	"5.807"
"GO:0034604"	"pyruvate dehydrogenase (NAD+) activity"	"5.721"
"GO:0003674"	"molecular_function"	"5.639"
"GO:0000166"	"nucleotide binding"	"5.597"
"GO:0005200"	"structural constituent of cytoskeleton"	"5.583"
"GO:0008106"	"alcohol dehydrogenase (NADP+) activity"	"5.573"
"GO:0003924"	"GTPase activity"	"5.567"
"GO:0015037"	"peptide disulfide oxidoreductase activity"	"5.563"
"GO:0004032"	"alditol:NADP+ 1-oxidoreductase activity"	"5.518"
"GO:0008794"	"arsenate reductase (glutaredoxin) activity"	"5.517"
"GO:0030552"	"cAMP binding"	"5.494"
"GO:0008194"	"UDP-glycosyltransferase activity"	"5.491"
"GO:0018455"	"alcohol dehydrogenase [NAD(P)+] activity"	"5.47"
"GO:0008852"	"exodeoxyribonuclease I activity"	"5.459"
"GO:0050512"	"lactosylceramide 4-alpha-galactosyltransferase activity"	"5.411"
"GO:0003857"	"3-hydroxyacyl-CoA dehydrogenase activity"	"5.4"
"GO:0008260"	"3-oxoacid CoA-transferase activity"	"5.369"
"GO:0080019"	"fatty-acyl-CoA reductase (alcohol-forming) activity"	"5.362"
"GO:0102965"	NA	"5.362"
"GO:0052852"	"very-long-chain-(S)-2-hydroxy-acid oxidase activity"	"5.324"
"GO:0052853"	"long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity"	"5.324"
"GO:0052854"	"medium-chain-(S)-2-hydroxy-acid oxidase activity"	"5.324"
"GO:0097573"	"glutathione oxidoreductase activity"	"5.299"
"GO:0009055"	"electron carrier activity"	"5.246"
"GO:0015245"	"fatty acid transporter activity"	"5.225"
"GO:0003948"	"N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity"	"5.21"
