"GO.ID"	"GO.Term"	"Z-score"
"GO:0031231"	"intrinsic component of peroxisomal membrane"	"28.643"
"GO:0005777"	"peroxisome"	"26.78"
"GO:0005778"	"peroxisomal membrane"	"25.575"
"GO:0005779"	"integral component of peroxisomal membrane"	"21.211"
"GO:0005782"	"peroxisomal matrix"	"21.059"
"GO:0032994"	"protein-lipid complex"	"13.547"
"GO:0070062"	"extracellular exosome"	"12.389"
"GO:1990429"	"peroxisomal importomer complex"	"12.152"
"GO:0005759"	"mitochondrial matrix"	"12.119"
"GO:0005739"	"mitochondrion"	"11.062"
"GO:0043209"	"myelin sheath"	"10.028"
"GO:0045098"	"type III intermediate filament"	"8.908"
"GO:0070722"	"Tle3-Aes complex"	"8.388"
"GO:0005829"	"cytosol"	"7.556"
"GO:1904813"	"ficolin-1-rich granule lumen"	"7.54"
"GO:0005737"	"cytoplasm"	"7.383"
"GO:0046930"	"pore complex"	"6.719"
"GO:0072562"	"blood microparticle"	"6.616"
"GO:0034774"	"secretory granule lumen"	"6.26"
"GO:0005744"	"mitochondrial inner membrane presequence translocase complex"	"6.219"
"GO:0036156"	"inner dynein arm"	"6.118"
"GO:0008180"	"COP9 signalosome"	"5.985"
"GO:0048788"	"cytoskeleton of presynaptic active zone"	"5.942"
"GO:0000786"	"nucleosome"	"5.827"
"GO:0045254"	"pyruvate dehydrogenase complex"	"5.721"
"GO:0032991"	"macromolecular complex"	"5.602"
"GO:0005741"	"mitochondrial outer membrane"	"5.548"
"GO:0016234"	"inclusion body"	"5.528"
"GO:0031305"	"integral component of mitochondrial inner membrane"	"5.508"
"GO:0097058"	"CRLF-CLCF1 complex"	"5.419"
"GO:0097733"	NA	"5.282"
"GO:0005669"	"transcription factor TFIID complex"	"5.27"
"GO:0005675"	"holo TFIIH complex"	"5.064"
"GO:0032983"	"kainate selective glutamate receptor complex"	"4.964"
"GO:0005751"	"mitochondrial respiratory chain complex IV"	"4.849"
"GO:1990696"	"USH2 complex"	"4.774"
"GO:0071817"	"MMXD complex"	"4.638"
"GO:0001536"	"radial spoke stalk"	"4.604"
"GO:0022624"	"proteasome accessory complex"	"4.486"
"GO:0030868"	"smooth endoplasmic reticulum membrane"	"4.471"
"GO:0042645"	"mitochondrial nucleoid"	"4.445"
"GO:0005575"	"cellular_component"	"4.44"
"GO:0044316"	"cone cell pedicle"	"4.341"
"GO:0000815"	"ESCRT III complex"	"4.261"
"GO:0005663"	"DNA replication factor C complex"	"4.247"
"GO:0005757"	"mitochondrial permeability transition pore complex"	"4.216"
"GO:0000790"	"nuclear chromatin"	"4.149"
"GO:0032593"	"insulin-responsive compartment"	"4.117"
"GO:0016593"	"Cdc73/Paf1 complex"	"4.108"
"GO:0098891"	"extrinsic component of presynaptic active zone membrane"	"4.104"
"GO:0043159"	"acrosomal matrix"	"4.073"
"GO:0043513"	"inhibin B complex"	"4.028"
"GO:0008540"	"proteasome regulatory particle, base subcomplex"	"4.002"
"GO:0031597"	"cytosolic proteasome complex"	"3.945"
"GO:0005952"	"cAMP-dependent protein kinase complex"	"3.923"
