"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0016558"	"protein import into peroxisome matrix"	"27.461"	"67"	"5.265"	"2.248"
"GO:1901094"	"negative regulation of protein homotetramerization"	"24.297"	"40"	"2.655"	"1.537"
"GO:0016560"	"protein import into peroxisome matrix, docking"	"24.192"	"50"	"3.762"	"1.911"
"GO:0007031"	"peroxisome organization"	"22.127"	"68"	"7.653"	"2.727"
"GO:0045046"	"protein import into peroxisome membrane"	"21.493"	"48"	"4.457"	"2.026"
"GO:0033540"	"fatty acid beta-oxidation using acyl-CoA oxidase"	"17.502"	"46"	"5.799"	"2.297"
"GO:0006625"	"protein targeting to peroxisome"	"17.099"	"333"	"142.573"	"11.137"
"GO:0016561"	"protein import into peroxisome matrix, translocation"	"12.102"	"16"	"1.501"	"1.198"
"GO:0036109"	"alpha-linolenic acid metabolic process"	"11.253"	"29"	"4.987"	"2.134"
"GO:0036250"	"peroxisome transport along microtubule"	"10.985"	"13"	"1.219"	"1.072"
"GO:0044721"	"protein import into peroxisome matrix, substrate release"	"10.985"	"13"	"1.219"	"1.072"
"GO:0006744"	"ubiquinone biosynthetic process"	"9.757"	"27"	"5.216"	"2.233"
"GO:0016559"	"peroxisome fission"	"9.519"	"26"	"4.803"	"2.227"
"GO:0055114"	"oxidation-reduction process"	"9.213"	"431"	"280.702"	"16.313"
"GO:0042026"	"protein refolding"	"9.19"	"311"	"191.508"	"13.003"
"GO:0006635"	"fatty acid beta-oxidation"	"8.961"	"66"	"22.433"	"4.862"
"GO:0016557"	"peroxisome membrane biogenesis"	"8.687"	"9"	"0.313"	"0.57"
"GO:0006986"	"response to unfolded protein"	"8.656"	"395"	"264.924"	"15.027"
"GO:0055085"	"transmembrane transport"	"8.587"	"298"	"189.921"	"12.587"
"GO:0015698"	"inorganic anion transport"	"8.338"	"49"	"16.472"	"3.901"
"GO:0034620"	"cellular response to unfolded protein"	"8.314"	"236"	"143.885"	"11.079"
"GO:0045454"	"cell redox homeostasis"	"8.233"	"126"	"62.189"	"7.751"
"GO:0098656"	"anion transmembrane transport"	"8.219"	"48"	"16.269"	"3.861"
"GO:0015853"	"adenine transport"	"7.888"	"59"	"23.535"	"4.496"
"GO:2001280"	"positive regulation of unsaturated fatty acid biosynthetic process"	"7.838"	"9"	"1.097"	"1.008"
"GO:0000038"	"very long-chain fatty acid metabolic process"	"7.696"	"19"	"4.099"	"1.936"
"GO:0006637"	"acyl-CoA metabolic process"	"7.695"	"18"	"3.529"	"1.881"
"GO:0006094"	"gluconeogenesis"	"7.635"	"172"	"100.633"	"9.347"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"7.594"	"271"	"176.717"	"12.416"
"GO:0042760"	"very long-chain fatty acid catabolic process"	"7.566"	"21"	"4.809"	"2.14"
"GO:0031998"	"regulation of fatty acid beta-oxidation"	"7.536"	"19"	"4.196"	"1.965"
"GO:0006296"	"nucleotide-excision repair, DNA incision, 5'-to lesion"	"7.482"	"305"	"203.45"	"13.572"
"GO:0033683"	"nucleotide-excision repair, DNA incision"	"7.467"	"304"	"203.179"	"13.502"
"GO:0006283"	"transcription-coupled nucleotide-excision repair"	"7.374"	"466"	"336.924"	"17.504"
"GO:0006099"	"tricarboxylic acid cycle"	"7.249"	"124"	"66.168"	"7.978"
"GO:0034605"	"cellular response to heat"	"7.213"	"329"	"229.472"	"13.799"
"GO:0007017"	"microtubule-based process"	"7.19"	"252"	"165.374"	"12.048"
"GO:0072663"	"establishment of protein localization to peroxisome"	"7.083"	"10"	"1.464"	"1.205"
"GO:1900131"	"negative regulation of lipid binding"	"7.083"	"10"	"1.464"	"1.205"
"GO:0046034"	"ATP metabolic process"	"7.074"	"195"	"123.87"	"10.055"
"GO:0006749"	"glutathione metabolic process"	"6.996"	"44"	"15.861"	"4.022"
"GO:0098869"	"cellular oxidant detoxification"	"6.96"	"76"	"35.284"	"5.85"
"GO:0044375"	"regulation of peroxisome size"	"6.834"	"7"	"0.166"	"0.398"
