"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04146"	"Peroxisome"	"27.134"	"250"	"48.492"	"7.426"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"10.061"	"320"	"186.614"	"13.257"
"hsa04217"	"Necroptosis"	"9.114"	"465"	"307.502"	"17.281"
"hsa03420"	"Nucleotide excision repair"	"8.838"	"214"	"119.699"	"10.67"
"hsa00983"	"Drug metabolism - other enzymes"	"8.709"	"106"	"46.633"	"6.816"
"hsa00620"	"Pyruvate metabolism"	"8.436"	"153"	"80"	"8.653"
"hsa00020"	"Citrate cycle (TCA cycle)"	"8.012"	"141"	"74.143"	"8.345"
"hsa00071"	"Fatty acid degradation"	"7.687"	"88"	"39.506"	"6.309"
"hsa05134"	"Legionellosis"	"7.396"	"335"	"228.23"	"14.436"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"7.276"	"96"	"47.305"	"6.692"
"hsa00260"	"Glycine, serine and threonine metabolism"	"6.649"	"110"	"61.222"	"7.336"
"hsa00982"	"Drug metabolism - cytochrome P450"	"6.451"	"59"	"26.085"	"5.102"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"6.415"	"77"	"39.242"	"5.886"
"hsa00051"	"Fructose and mannose metabolism"	"6.38"	"107"	"59.891"	"7.384"
"hsa04213"	"Longevity regulating pathway - multiple species"	"6.273"	"307"	"221.429"	"13.641"
"hsa00120"	"Primary bile acid biosynthesis"	"6.037"	"28"	"9.223"	"3.11"
"hsa04145"	"Phagosome"	"5.965"	"435"	"331.01"	"17.432"
"hsa03320"	"PPAR signaling pathway"	"5.964"	"173"	"114.894"	"9.743"
"hsa00561"	"Glycerolipid metabolism"	"5.721"	"65"	"33.425"	"5.519"
"hsa04540"	"Gap junction"	"5.689"	"391"	"296.729"	"16.57"
"hsa05204"	"Chemical carcinogenesis"	"5.682"	"71"	"35.902"	"6.177"
"hsa00270"	"Cysteine and methionine metabolism"	"5.667"	"109"	"64.353"	"7.879"
"hsa03430"	"Mismatch repair"	"5.608"	"102"	"60.255"	"7.444"
"hsa03018"	"RNA degradation"	"5.597"	"262"	"187.105"	"13.381"
"hsa00230"	"Purine metabolism"	"5.52"	"274"	"199.479"	"13.501"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"5.485"	"63"	"31.772"	"5.694"
"hsa00640"	"Propanoate metabolism"	"5.428"	"70"	"37.686"	"5.954"
"hsa00030"	"Pentose phosphate pathway"	"5.42"	"100"	"60.636"	"7.263"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"5.317"	"542"	"438.836"	"19.403"
"hsa00053"	"Ascorbate and aldarate metabolism"	"5.252"	"44"	"20.748"	"4.428"
"hsa03022"	"Basal transcription factors"	"5.228"	"167"	"112.108"	"10.499"
"hsa00830"	"Retinol metabolism"	"5.175"	"53"	"26.534"	"5.114"
"hsa04612"	"Antigen processing and presentation"	"5.171"	"290"	"219.056"	"13.72"
"hsa00480"	"Glutathione metabolism"	"5.155"	"61"	"31.828"	"5.659"
"hsa05130"	"Pathogenic Escherichia coli infection"	"5.141"	"339"	"260.504"	"15.268"
"hsa00040"	"Pentose and glucuronate interconversions"	"5.041"	"34"	"14.888"	"3.792"
"hsa00330"	"Arginine and proline metabolism"	"4.968"	"74"	"42.506"	"6.339"
