"Pathway"	"Z-score"
"Peroxisome"	"56.886"
"Fatty acid degradation"	"16.122"
"ABC transporters"	"15.878"
"PPAR signaling pathway"	"15.618"
"Primary bile acid biosynthesis"	"13.583"
"Fatty acid biosynthesis"	"11.329"
"Biosynthesis of unsaturated fatty acids"	"10.873"
"Retinol metabolism"	"8.752"
"Valine, leucine and isoleucine degradation"	"7.519"
"Steroid hormone biosynthesis"	"7.16"
"beta-Alanine metabolism"	"7.002"
"Longevity regulating pathway - multiple species"	"6.355"
"Ascorbate and aldarate metabolism"	"6.263"
"Adipocytokine signaling pathway"	"6.065"
"Ferroptosis"	"6.005"
"Tryptophan metabolism"	"5.957"
"Steroid biosynthesis"	"5.942"
"Terpenoid backbone biosynthesis"	"5.602"
"Nucleotide excision repair"	"5.403"
"alpha-Linolenic acid metabolism"	"5.251"
"Glutathione metabolism"	"5.058"
"Glyoxylate and dicarboxylate metabolism"	"4.927"
"Butanoate metabolism"	"4.801"
"Citrate cycle (TCA cycle)"	"4.621"
"Propanoate metabolism"	"4.606"
"Synthesis and degradation of ketone bodies"	"4.141"
"Thyroid cancer"	"4.091"
"Longevity regulating pathway"	"3.639"
"Basal transcription factors"	"3.611"
"Type II diabetes mellitus"	"3.497"
"Thermogenesis"	"3.442"
"Amyotrophic lateral sclerosis (ALS)"	"3.372"
"Lysine degradation"	"3.031"
"Thyroid hormone signaling pathway"	"3.023"
"Drug metabolism - cytochrome P450"	"2.978"
"Huntington's disease"	"2.931"
"Glycerolipid metabolism"	"2.887"
"Metabolism of xenobiotics by cytochrome P450"	"2.819"
"FoxO signaling pathway"	"2.808"
"Central carbon metabolism in cancer"	"2.797"
"Non-small cell lung cancer"	"2.794"
"Mitophagy - animal"	"2.784"
"Prolactin signaling pathway"	"2.682"
"B cell receptor signaling pathway"	"2.655"
"Bile secretion"	"2.607"
"Chemical carcinogenesis"	"2.582"
"Thyroid hormone synthesis"	"2.569"
"Chronic myeloid leukemia"	"2.553"
"Histidine metabolism"	"2.49"
"Mismatch repair"	"2.482"
"Pentose and glucuronate interconversions"	"2.48"
"Gastric cancer"	"2.47"
"HTLV-I infection"	"2.274"
"Fatty acid elongation"	"2.243"
"Colorectal cancer"	"2.241"
"Porphyrin and chlorophyll metabolism"	"2.058"
"T cell receptor signaling pathway"	"2.029"
"C-type lectin receptor signaling pathway"	"1.932"
"Prion diseases"	"1.892"
"Aldosterone-regulated sodium reabsorption"	"1.829"
"Serotonergic synapse"	"1.797"
"Cholinergic synapse"	"1.761"
"Pyruvate metabolism"	"1.74"
"Bladder cancer"	"1.709"
"Fat digestion and absorption"	"1.651"
"Nicotine addiction"	"1.636"
"Cell cycle"	"1.632"
"Estrogen signaling pathway"	"1.464"
"Notch signaling pathway"	"1.449"
"Arginine and proline metabolism"	"1.432"
"Wnt signaling pathway"	"1.42"
"Cholesterol metabolism"	"1.416"
"Cocaine addiction"	"1.408"
"Breast cancer"	"1.385"
"Fanconi anemia pathway"	"1.362"
"MicroRNAs in cancer"	"1.329"
"Pathways in cancer"	"1.322"
"Hippo signaling pathway"	"1.292"
"VEGF signaling pathway"	"1.263"
"Long-term depression"	"1.229"
"Cellular senescence"	"1.227"
"Necroptosis"	"1.216"
"Endometrial cancer"	"1.215"
"Arachidonic acid metabolism"	"1.197"
"Hepatocellular carcinoma"	"1.154"
"Synaptic vesicle cycle"	"1.099"
"Renal cell carcinoma"	"1.084"
"Axon guidance"	"1.078"
"Fc epsilon RI signaling pathway"	"1.074"
"Long-term potentiation"	"1.07"
"Acute myeloid leukemia"	"1.064"
"Calcium signaling pathway"	"1.06"
"p53 signaling pathway"	"1.052"
"Drug metabolism - other enzymes"	"1.037"
"Glycolysis / Gluconeogenesis"	"1.032"
"Melanoma"	"0.986"
"Glioma"	"0.984"
"Viral carcinogenesis"	"0.886"
"RNA degradation"	"0.885"
"ErbB signaling pathway"	"0.832"
"Insulin secretion"	"0.783"
"GABAergic synapse"	"0.763"
"Gap junction"	"0.745"
"GnRH signaling pathway"	"0.743"
"Morphine addiction"	"0.722"
"NF-kappa B signaling pathway"	"0.709"
"Small cell lung cancer"	"0.709"
"mRNA surveillance pathway"	"0.708"
"Pancreatic secretion"	"0.689"
"Glycerophospholipid metabolism"	"0.682"
"Choline metabolism in cancer"	"0.671"
"Prostate cancer"	"0.649"
"AGE-RAGE signaling pathway in diabetic complications"	"0.621"
"Melanogenesis"	"0.607"
"Endocytosis"	"0.6"
"Th17 cell differentiation"	"0.582"
"Insulin resistance"	"0.578"
"Glutamatergic synapse"	"0.499"
"Neurotrophin signaling pathway"	"0.45"
"Sphingolipid signaling pathway"	"0.45"
"AMPK signaling pathway"	"0.435"
"Oocyte meiosis"	"0.42"
"Lysosome"	"0.408"
"Autophagy - animal"	"0.362"
"Natural killer cell mediated cytotoxicity"	"0.356"
"Relaxin signaling pathway"	"0.355"
"Hepatitis C"	"0.353"
"Dopaminergic synapse"	"0.342"
"MAPK signaling pathway"	"0.334"
"Apelin signaling pathway"	"0.308"
"Apoptosis"	"0.303"
"Insulin signaling pathway"	"0.302"
"Ubiquitin mediated proteolysis"	"0.298"
"Signaling pathways regulating pluripotency of stem cells"	"0.286"
"Parkinson's disease"	"0.275"
"Phospholipase D signaling pathway"	"0.255"
"Hepatitis B"	"0.253"
"Cell adhesion molecules (CAMs)"	"0.25"
"Retrograde endocannabinoid signaling"	"0.227"
"Oxytocin signaling pathway"	"0.206"
"mTOR signaling pathway"	"0.199"
"cGMP-PKG signaling pathway"	"0.139"
"Jak-STAT signaling pathway"	"0.131"
"RNA transport"	"0.09"
"Alzheimer's disease"	"0.079"
"PI3K-Akt signaling pathway"	"0.074"
"Influenza A"	"0.068"
"Tuberculosis"	"0.045"
"Alcoholism"	"0.015"
"Transcriptional misregulation in cancer"	"0.008"
"Chemokine signaling pathway"	"0.007"
"Kaposi's sarcoma-associated herpesvirus infection"	"-0.005"
"Epstein-Barr virus infection"	"-0.056"
"Proteoglycans in cancer"	"-0.057"
"cAMP signaling pathway"	"-0.068"
"D-Arginine and D-ornithine metabolism"	"-0.074"
"Focal adhesion"	"-0.075"
"Rap1 signaling pathway"	"-0.119"
"Regulation of actin cytoskeleton"	"-0.125"
"Lipoic acid metabolism"	"-0.126"
"Biotin metabolism"	"-0.127"
"Valine, leucine and isoleucine biosynthesis"	"-0.15"
