"ID"	"Pathway"	"Z-score"
"hsa04146"	"Peroxisome"	"27.134"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"10.061"
"hsa04217"	"Necroptosis"	"9.114"
"hsa03420"	"Nucleotide excision repair"	"8.838"
"hsa00983"	"Drug metabolism - other enzymes"	"8.709"
"hsa00620"	"Pyruvate metabolism"	"8.436"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"8.388"
"hsa00020"	"Citrate cycle (TCA cycle)"	"8.012"
"hsa00071"	"Fatty acid degradation"	"7.687"
"hsa05134"	"Legionellosis"	"7.396"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"7.276"
"hsa00260"	"Glycine, serine and threonine metabolism"	"6.649"
"hsa00982"	"Drug metabolism - cytochrome P450"	"6.451"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"6.415"
"hsa00051"	"Fructose and mannose metabolism"	"6.38"
"hsa04213"	"Longevity regulating pathway - multiple species"	"6.273"
"hsa00120"	"Primary bile acid biosynthesis"	"6.037"
"hsa04145"	"Phagosome"	"5.965"
"hsa03320"	"PPAR signaling pathway"	"5.964"
"hsa00561"	"Glycerolipid metabolism"	"5.721"
"hsa04540"	"Gap junction"	"5.689"
"hsa05204"	"Chemical carcinogenesis"	"5.682"
"hsa00270"	"Cysteine and methionine metabolism"	"5.667"
"hsa03430"	"Mismatch repair"	"5.608"
"hsa03018"	"RNA degradation"	"5.597"
"hsa00230"	"Purine metabolism"	"5.52"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"5.485"
"hsa00640"	"Propanoate metabolism"	"5.428"
"hsa00030"	"Pentose phosphate pathway"	"5.42"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"5.317"
"hsa00053"	"Ascorbate and aldarate metabolism"	"5.252"
"hsa03022"	"Basal transcription factors"	"5.228"
"hsa00830"	"Retinol metabolism"	"5.175"
"hsa04612"	"Antigen processing and presentation"	"5.171"
"hsa00480"	"Glutathione metabolism"	"5.155"
"hsa05130"	"Pathogenic Escherichia coli infection"	"5.141"
"hsa00040"	"Pentose and glucuronate interconversions"	"5.041"
"hsa00330"	"Arginine and proline metabolism"	"4.968"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"4.779"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"4.753"
"hsa04922"	"Glucagon signaling pathway"	"4.751"
"hsa04979"	"Cholesterol metabolism"	"4.717"
"hsa00500"	"Starch and sucrose metabolism"	"4.668"
"hsa00650"	"Butanoate metabolism"	"4.663"
"hsa05322"	"Systemic lupus erythematosus"	"4.611"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"4.504"
"hsa04921"	"Oxytocin signaling pathway"	"4.498"
"hsa04975"	"Fat digestion and absorption"	"4.449"
"hsa00140"	"Steroid hormone biosynthesis"	"4.381"
"hsa05230"	"Central carbon metabolism in cancer"	"4.336"
"hsa00592"	"alpha-Linolenic acid metabolism"	"4.265"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"4.198"
"hsa05012"	"Parkinson,s disease"	"4.198"
"hsa00310"	"Lysine degradation"	"4.19"
"hsa00380"	"Tryptophan metabolism"	"4.188"
"hsa00350"	"Tyrosine metabolism"	"4.175"
"hsa04915"	"Estrogen signaling pathway"	"4.133"
"hsa04720"	"Long-term potentiation"	"4.101"
"hsa05034"	"Alcoholism"	"4.084"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"4.06"
"hsa00052"	"Galactose metabolism"	"4.055"
"hsa04010"	"MAPK signaling pathway"	"3.93"
"hsa03440"	"Homologous recombination"	"3.892"
"hsa00240"	"Pyrimidine metabolism"	"3.835"
"hsa05145"	"Toxoplasmosis"	"3.777"
"hsa03460"	"Fanconi anemia pathway"	"3.759"
"hsa03013"	"RNA transport"	"3.673"
"hsa00564"	"Glycerophospholipid metabolism"	"3.647"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"3.614"
"hsa04966"	"Collecting duct acid secretion"	"3.538"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"3.425"
"hsa04216"	"Ferroptosis"	"3.39"
"hsa00900"	"Terpenoid backbone biosynthesis"	"3.365"
"hsa04910"	"Insulin signaling pathway"	"3.359"
"hsa00340"	"Histidine metabolism"	"3.357"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"3.327"
"hsa04976"	"Bile secretion"	"3.293"
"hsa00360"	"Phenylalanine metabolism"	"3.279"
"hsa00410"	"beta-Alanine metabolism"	"3.242"
"hsa05110"	"Vibrio cholerae infection"	"3.227"
"hsa04530"	"Tight junction"	"3.178"
"hsa04218"	"Cellular senescence"	"3.176"
"hsa05164"	"Influenza A"	"3.173"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"3.163"
"hsa00061"	"Fatty acid biosynthesis"	"3.138"
"hsa04022"	"cGMP-PKG signaling pathway"	"3.074"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"3.046"
"hsa05216"	"Thyroid cancer"	"3.016"
"hsa04144"	"Endocytosis"	"2.92"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"2.875"
"hsa04152"	"AMPK signaling pathway"	"2.777"
"hsa00220"	"Arginine biosynthesis"	"2.761"
"hsa03030"	"DNA replication"	"2.755"
"hsa05169"	"Epstein-Barr virus infection"	"2.752"
"hsa02010"	"ABC transporters"	"2.75"
"hsa05031"	"Amphetamine addiction"	"2.725"
"hsa04950"	"Maturity onset diabetes of the young"	"2.688"
"hsa03410"	"Base excision repair"	"2.68"
"hsa05016"	"Huntington,s disease"	"2.672"
"hsa04925"	"Aldosterone synthesis and secretion"	"2.514"
"hsa05020"	"Prion diseases"	"2.497"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"2.24"
"hsa04930"	"Type II diabetes mellitus"	"2.226"
"hsa04066"	"HIF-1 signaling pathway"	"2.08"
"hsa05162"	"Measles"	"1.998"
"hsa00785"	"Lipoic acid metabolism"	"1.934"
"hsa00750"	"Vitamin B6 metabolism"	"1.786"
"hsa00511"	"Other glycan degradation"	"1.768"
"hsa00565"	"Ether lipid metabolism"	"1.639"
"hsa05033"	"Nicotine addiction"	"1.605"
"hsa05203"	"Viral carcinogenesis"	"1.578"
"hsa04721"	"Synaptic vesicle cycle"	"1.549"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"1.488"
"hsa04115"	"p53 signaling pathway"	"1.448"
"hsa04919"	"Thyroid hormone signaling pathway"	"1.432"
"hsa04020"	"Calcium signaling pathway"	"1.422"
"hsa04211"	"Longevity regulating pathway"	"1.395"
"hsa04210"	"Apoptosis"	"1.386"
"hsa03050"	"Proteasome"	"1.328"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"1.317"
"hsa04714"	"Thermogenesis"	"1.273"
"hsa00100"	"Steroid biosynthesis"	"1.23"
"hsa04150"	"mTOR signaling pathway"	"1.158"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"1.144"
"hsa04730"	"Long-term depression"	"1.096"
"hsa04260"	"Cardiac muscle contraction"	"1.089"
"hsa05152"	"Tuberculosis"	"1.07"
"hsa05166"	"HTLV-I infection"	"1.062"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"1.054"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"1.032"
