"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003677"	"DNA binding"	"-17.937"	"17.937"
"GO:0046872"	"metal ion binding"	"-12.404"	"12.404"
"GO:0003723"	"RNA binding"	"-12.388"	"12.388"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"-8.515"	"8.515"
"GO:0016887"	"ATPase activity"	"-7.808"	"7.808"
"GO:0003674"	"molecular_function"	"-7.763"	"7.763"
"GO:0051082"	"unfolded protein binding"	"-7.457"	"7.457"
"GO:0003899"	"DNA-directed RNA polymerase activity"	"-5.76"	"5.76"
"GO:0003743"	"translation initiation factor activity"	"-5.725"	"5.725"
"GO:0005525"	"GTP binding"	"-5.565"	"5.565"
"GO:0003676"	"nucleic acid binding"	"-5.472"	"5.472"
"GO:0042623"	"ATPase activity, coupled"	"-5.424"	"5.424"
"GO:0003924"	"GTPase activity"	"-5.077"	"5.077"
"GO:0003735"	"structural constituent of ribosome"	"-5.006"	"5.006"
"GO:0051787"	"misfolded protein binding"	"-4.809"	"4.809"
"GO:0044183"	"protein binding involved in protein folding"	"-4.779"	"4.779"
"GO:0003777"	"microtubule motor activity"	"-4.669"	"4.669"
"GO:0001671"	"ATPase activator activity"	"-4.612"	"4.612"
"GO:0017056"	"structural constituent of nuclear pore"	"-4.588"	"4.588"
"GO:0051087"	"chaperone binding"	"-4.521"	"4.521"
"GO:0030170"	"pyridoxal phosphate binding"	"-4.421"	"4.421"
"GO:0008094"	"DNA-dependent ATPase activity"	"-4.244"	"4.244"
"GO:0031072"	"heat shock protein binding"	"-4.238"	"4.238"
"GO:0035064"	"methylated histone binding"	"-4.202"	"4.202"
"GO:0016787"	"hydrolase activity"	"-4.049"	"4.049"
"GO:0051287"	"NAD binding"	"-4.013"	"4.013"
"GO:0003697"	"single-stranded DNA binding"	"-4.01"	"4.01"
"GO:0000287"	"magnesium ion binding"	"-3.866"	"3.866"
"GO:0000149"	"SNARE binding"	"-3.865"	"3.865"
"GO:0046966"	"thyroid hormone receptor binding"	"-3.852"	"3.852"
"GO:0005506"	"iron ion binding"	"-3.845"	"3.845"
"GO:0031491"	"nucleosome binding"	"-3.811"	"3.811"
"GO:0016491"	"oxidoreductase activity"	"-3.742"	"3.742"
"GO:0004386"	"helicase activity"	"-3.724"	"3.724"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"-3.701"	"3.701"
"GO:0003729"	"mRNA binding"	"-3.655"	"3.655"
"GO:0003887"	"DNA-directed DNA polymerase activity"	"-3.654"	"3.654"
"GO:0051539"	"4 iron, 4 sulfur cluster binding"	"-3.654"	"3.654"
"GO:0000166"	"nucleotide binding"	"-3.602"	"3.602"
"GO:0008017"	"microtubule binding"	"-3.598"	"3.598"
"GO:0008139"	"nuclear localization sequence binding"	"-3.578"	"3.578"
"GO:0008536"	"Ran GTPase binding"	"-3.546"	"3.546"
"GO:0008574"	"ATP-dependent microtubule motor activity, plus-end-directed"	"-3.51"	"3.51"
"GO:0005484"	"SNAP receptor activity"	"-3.507"	"3.507"
"GO:0008135"	"translation factor activity, RNA binding"	"-3.483"	"3.483"
"GO:0003684"	"damaged DNA binding"	"-3.424"	"3.424"
"GO:0048487"	"beta-tubulin binding"	"-3.345"	"3.345"
"GO:0043021"	"ribonucleoprotein complex binding"	"-3.229"	"3.229"
"GO:0017022"	"myosin binding"	"-3.2"	"3.2"
"GO:0008565"	"protein transporter activity"	"-3.183"	"3.183"
"GO:0004298"	"threonine-type endopeptidase activity"	"-3.175"	"3.175"
"GO:0008143"	"poly(A) binding"	"-3.174"	"3.174"
"GO:0030552"	"cAMP binding"	"-3.159"	"3.159"
"GO:0030515"	"snoRNA binding"	"-3.006"	"3.006"
