"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"R-HSA-199977"	"ER to Golgi Anterograde Transport"	"67.211"	"296"	"18.499"	"4.129"
"R-HSA-948021"	"Transport to the Golgi and subsequent modification"	"66.726"	"296"	"18.89"	"4.153"
"R-HSA-6807878"	"COPI-mediated anterograde transport"	"58.94"	"217"	"13.184"	"3.458"
"R-HSA-446203"	"Asparagine N-linked glycosylation"	"50.201"	"309"	"33.366"	"5.491"
"R-HSA-199991"	"Membrane Trafficking"	"42.223"	"418"	"74.694"	"8.131"
"R-HSA-6811442"	"Intra-Golgi and retrograde Golgi-to-ER traffic"	"41.929"	"194"	"18.067"	"4.196"
"R-HSA-5653656"	"Vesicle-mediated transport"	"41.646"	"420"	"78.644"	"8.197"
"R-HSA-204005"	"COPII-mediated vesicle transport"	"39.752"	"121"	"8.192"	"2.838"
"R-HSA-6811434"	"COPI-dependent Golgi-to-ER retrograde traffic"	"37.637"	"128"	"9.82"	"3.14"
"R-HSA-8856688"	"Golgi-to-ER retrograde transport"	"37.304"	"155"	"14.212"	"3.774"
"R-HSA-445095"	"Interaction between L1 and Ankyrins"	"33.711"	"41"	"1.427"	"1.174"
"R-HSA-5694530"	"Cargo concentration in the ER"	"31.464"	"63"	"3.526"	"1.89"
"R-HSA-597592"	"Post-translational protein modification"	"22.327"	"411"	"158.336"	"11.317"
"R-HSA-6811438"	"Intra-Golgi traffic"	"19.964"	"38"	"3.172"	"1.745"
"R-HSA-9007101"	"Rab regulation of trafficking"	"18.814"	"63"	"8.829"	"2.879"
"R-HSA-8876198"	"RAB GEFs exchange GTP for GDP on RABs"	"17.559"	"50"	"6.337"	"2.487"
"R-HSA-392499"	"Metabolism of proteins"	"14.894"	"447"	"241.083"	"13.826"
"R-HSA-8873719"	"RAB geranylgeranylation"	"13.381"	"31"	"4.103"	"2.01"
"R-HSA-373760"	"L1CAM interactions"	"11.819"	"58"	"14.83"	"3.652"
"R-HSA-6811436"	"COPI-independent Golgi-to-ER retrograde traffic"	"10.984"	"27"	"4.392"	"2.058"
