"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0005747"	"mitochondrial respiratory chain complex I"	"134.231"	"1450"	"97.41"	"10.077"
"GO:0005743"	"mitochondrial inner membrane"	"122.28"	"3629"	"654.09"	"24.329"
"GO:0005739"	"mitochondrion"	"82.884"	"6522"	"2576.76"	"47.599"
"GO:0005759"	"mitochondrial matrix"	"60.167"	"2229"	"769.6"	"24.256"
"GO:0005751"	"mitochondrial respiratory chain complex IV"	"58.068"	"361"	"30.69"	"5.688"
"GO:0030964"	"NADH dehydrogenase complex"	"42.319"	"56"	"2.2"	"1.271"
"GO:0005746"	"mitochondrial respiratory chain"	"40.056"	"152"	"12.76"	"3.476"
"GO:0005750"	"mitochondrial respiratory chain complex III"	"39.578"	"188"	"21.6"	"4.204"
"GO:0045277"	"respiratory chain complex IV"	"38.489"	"85"	"4.6"	"2.089"
"GO:0031966"	"mitochondrial membrane"	"36.287"	"576"	"150.18"	"11.735"
"GO:0005758"	"mitochondrial intermembrane space"	"32.845"	"483"	"117.3"	"11.134"
"GO:0005762"	"mitochondrial large ribosomal subunit"	"32.76"	"504"	"131.34"	"11.375"
"GO:0097249"	"mitochondrial respiratory chain supercomplex"	"28.78"	"30"	"1.22"	"0.938"
"GO:0070469"	"respiratory chain"	"28.608"	"67"	"5.15"	"2.162"
"GO:0031305"	"integral component of mitochondrial inner membrane"	"23.301"	"137"	"19.74"	"5.032"
"GO:0043209"	"myelin sheath"	"21.947"	"1939"	"1045.47"	"40.714"
"GO:0005763"	"mitochondrial small ribosomal subunit"	"21.364"	"265"	"77.92"	"8.757"
"GO:0005761"	"mitochondrial ribosome"	"20.647"	"229"	"59.2"	"8.224"
"GO:0031314"	"extrinsic component of mitochondrial inner membrane"	"20.453"	"70"	"8.63"	"3.001"
"GO:0005744"	"TIM23 mitochondrial import inner membrane translocase complex"	"20.281"	"121"	"22.11"	"4.876"
"GO:0016471"	"vacuolar proton-transporting V-type ATPase complex"	"19.452"	"177"	"49.92"	"6.533"
"GO:0016469"	"proton-transporting two-sector ATPase complex"	"19.407"	"122"	"28.17"	"4.835"
"GO:0042645"	"mitochondrial nucleoid"	"18.693"	"307"	"131"	"9.415"
"GO:0030678"	"mitochondrial ribonuclease P complex"	"17.872"	"46"	"7.1"	"2.177"
"GO:0005753"	"mitochondrial proton-transporting ATP synthase complex"	"17.681"	"109"	"21.82"	"4.931"
"GO:0045272"	"plasma membrane respiratory chain complex I"	"16.429"	"30"	"2.68"	"1.663"
"GO:0033179"	"proton-transporting V-type ATPase, V0 domain"	"16.405"	"60"	"9.1"	"3.103"
"GO:0000276"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	"16.359"	"50"	"5.84"	"2.699"
"GO:1904813"	"ficolin-1-rich granule lumen"	"16.159"	"1284"	"808.95"	"29.398"
"GO:0022624"	"proteasome accessory complex"	"15.939"	"379"	"172.66"	"12.945"
"GO:0005749"	"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)"	"15.359"	"40"	"5.12"	"2.271"
"GO:0034774"	"secretory granule lumen"	"15.217"	"1101"	"699.12"	"26.41"
"GO:0045254"	"pyruvate dehydrogenase complex"	"15.173"	"138"	"43.8"	"6.208"
"GO:0042721"	"TIM22 mitochondrial import inner membrane insertion complex"	"14.748"	"16"	"1.17"	"1.006"
"GO:0033180"	"proton-transporting V-type ATPase, V1 domain"	"14.622"	"174"	"60.91"	"7.734"
"GO:0000221"	"vacuolar proton-transporting V-type ATPase, V1 domain"	"14.429"	"59"	"11.1"	"3.32"
"GO:0045252"	"oxoglutarate dehydrogenase complex"	"14.191"	"120"	"36.88"	"5.857"
"GO:0070062"	"extracellular exosome"	"14.033"	"7763"	"6220.31"	"109.932"
"GO:0016021"	"integral component of membrane"	"13.779"	"2301"	"1695.98"	"43.908"
"GO:0005774"	"vacuolar membrane"	"13.526"	"106"	"33.87"	"5.333"
"GO:0035577"	"azurophil granule membrane"	"13.449"	"193"	"86.13"	"7.946"
"GO:0046930"	"pore complex"	"13.249"	"124"	"41.52"	"6.226"
"GO:0001405"	"PAM complex, Tim23 associated import motor"	"13.032"	"56"	"10.87"	"3.463"
