"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00190"	"Oxidative phosphorylation"	"158.819"	"2450"	"273.66"	"13.703"
"hsa05012"	"Parkinson's disease"	"122.453"	"2460"	"392.32"	"16.885"
"hsa04714"	"Thermogenesis"	"101.19"	"2490"	"525.12"	"19.418"
"hsa05010"	"Alzheimer's disease"	"93.464"	"2186"	"419.4"	"18.901"
"hsa05016"	"Huntington's disease"	"88.354"	"2445"	"712.08"	"19.613"
"hsa04723"	"Retrograde endocannabinoid signaling"	"85.308"	"1598"	"340.8"	"14.737"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"84.362"	"1934"	"403.28"	"18.145"
"hsa04260"	"Cardiac muscle contraction"	"39.458"	"530"	"113.68"	"10.551"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"30.06"	"997"	"401.96"	"19.795"
"hsa04966"	"Collecting duct acid secretion"	"28.338"	"439"	"125.24"	"11.072"
"hsa00020"	"Citrate cycle (TCA cycle)"	"28.283"	"504"	"157.68"	"12.245"
"hsa04145"	"Phagosome"	"24.664"	"1394"	"719.02"	"27.367"
"hsa05110"	"Vibrio cholerae infection"	"23.775"	"675"	"293.76"	"16.035"
"hsa04721"	"Synaptic vesicle cycle"	"19.203"	"592"	"271.32"	"16.7"
"hsa00030"	"Pentose phosphate pathway"	"19.07"	"369"	"127.88"	"12.644"
"hsa00620"	"Pyruvate metabolism"	"19.069"	"425"	"169.76"	"13.385"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"18.956"	"337"	"137.38"	"10.531"
"hsa00051"	"Fructose and mannose metabolism"	"18.707"	"355"	"125.92"	"12.246"
"hsa05323"	"Rheumatoid arthritis"	"17.942"	"547"	"255.02"	"16.274"
"hsa00260"	"Glycine, serine and threonine metabolism"	"17.551"	"335"	"134.34"	"11.433"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"17.536"	"274"	"98"	"10.037"
"hsa00920"	"Sulfur metabolism"	"16.638"	"35"	"5.92"	"1.748"
"hsa00640"	"Propanoate metabolism"	"16.356"	"219"	"76.66"	"8.703"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"14.941"	"221"	"82.9"	"9.243"
"hsa00983"	"Drug metabolism - other enzymes"	"14.678"	"220"	"97.32"	"8.358"
"hsa00270"	"Cysteine and methionine metabolism"	"14.226"	"312"	"135.26"	"12.424"
"hsa00500"	"Starch and sucrose metabolism"	"14.182"	"234"	"104.52"	"9.13"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"13.464"	"650"	"385.92"	"19.613"
"hsa00071"	"Fatty acid degradation"	"13.273"	"201"	"83.1"	"8.883"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"12.618"	"237"	"112.52"	"9.865"
"hsa00330"	"Arginine and proline metabolism"	"12.253"	"191"	"88.48"	"8.367"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"11.937"	"166"	"77.92"	"7.379"
"hsa00052"	"Galactose metabolism"	"11.6"	"251"	"115.52"	"11.68"
"hsa04146"	"Peroxisome"	"11.489"	"222"	"98.96"	"10.709"
"hsa03050"	"Proteasome"	"11.179"	"476"	"283"	"17.265"
"hsa00410"	"beta-Alanine metabolism"	"10.941"	"143"	"64.44"	"7.18"
"hsa04217"	"Necroptosis"	"10.88"	"944"	"657.44"	"26.339"
"hsa00480"	"Glutathione metabolism"	"10.768"	"167"	"65.34"	"9.441"
"hsa04142"	"Lysosome"	"10.432"	"298"	"162.2"	"13.018"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"10.423"	"81"	"30.38"	"4.857"
"hsa05134"	"Legionellosis"	"10.378"	"745"	"510.44"	"22.602"
"hsa00380"	"Tryptophan metabolism"	"10.24"	"162"	"76.18"	"8.38"
"hsa00053"	"Ascorbate and aldarate metabolism"	"10.061"	"90"	"43.26"	"4.646"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"9.899"	"58"	"20.94"	"3.744"
"hsa00220"	"Arginine biosynthesis"	"9.382"	"106"	"44.46"	"6.56"
"hsa00340"	"Histidine metabolism"	"9.312"	"114"	"52"	"6.658"
"hsa05130"	"Pathogenic Escherichia coli infection"	"9.248"	"848"	"573.52"	"29.68"
"hsa04922"	"Glucagon signaling pathway"	"9.042"	"662"	"437.94"	"24.779"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"8.943"	"53"	"19.2"	"3.78"
"hsa00982"	"Drug metabolism - cytochrome P450"	"8.942"	"111"	"50.02"	"6.82"
"hsa04022"	"cGMP-PKG signaling pathway"	"8.919"	"700"	"514.34"	"20.816"
"hsa05230"	"Central carbon metabolism in cancer"	"8.872"	"662"	"452.56"	"23.606"
"hsa00061"	"Fatty acid biosynthesis"	"8.815"	"77"	"32.32"	"5.069"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"8.5"	"64"	"30"	"4"
"hsa04540"	"Gap junction"	"8.253"	"884"	"646.08"	"28.827"
"hsa00360"	"Phenylalanine metabolism"	"8.091"	"60"	"24"	"4.449"
"hsa00040"	"Pentose and glucuronate interconversions"	"8.054"	"65"	"30.26"	"4.313"
