"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003723"	"RNA binding"	"-22.125"	"22.125"
"GO:0003677"	"DNA binding"	"-17.419"	"17.419"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"-15.31"	"15.31"
"GO:0003735"	"structural constituent of ribosome"	"-13.549"	"13.549"
"GO:0046872"	"metal ion binding"	"-13.214"	"13.214"
"GO:0005515"	"protein binding"	"-11.579"	"11.579"
"GO:0003729"	"mRNA binding"	"-7.826"	"7.826"
"GO:0004842"	"ubiquitin-protein transferase activity"	"-7.816"	"7.816"
"GO:0031625"	"ubiquitin protein ligase binding"	"-6.738"	"6.738"
"GO:0019843"	"rRNA binding"	"-6.089"	"6.089"
"GO:0005524"	"ATP binding"	"-5.938"	"5.938"
"GO:0003730"	"mRNA 3'-UTR binding"	"-5.858"	"5.858"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"-5.803"	"5.803"
"GO:0051082"	"unfolded protein binding"	"-5.618"	"5.618"
"GO:0044183"	"protein binding involved in protein folding"	"-5.516"	"5.516"
"GO:0003682"	"chromatin binding"	"-5.504"	"5.504"
"GO:0003725"	"double-stranded RNA binding"	"-5.376"	"5.376"
"GO:0051787"	"misfolded protein binding"	"-5.329"	"5.329"
"GO:0042623"	"ATPase activity, coupled"	"-5.29"	"5.29"
"GO:0070034"	"telomerase RNA binding"	"-4.943"	"4.943"
"GO:0061630"	"ubiquitin protein ligase activity"	"-4.927"	"4.927"
"GO:0008536"	"Ran GTPase binding"	"-4.888"	"4.888"
"GO:0008270"	"zinc ion binding"	"-4.781"	"4.781"
"GO:0031072"	"heat shock protein binding"	"-4.661"	"4.661"
"GO:0016887"	"ATPase activity"	"-4.656"	"4.656"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"-4.525"	"4.525"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"-4.524"	"4.524"
"GO:0046982"	"protein heterodimerization activity"	"-4.453"	"4.453"
"GO:0002039"	"p53 binding"	"-4.37"	"4.37"
"GO:0035198"	"miRNA binding"	"-4.26"	"4.26"
"GO:0017056"	"structural constituent of nuclear pore"	"-4.19"	"4.19"
"GO:0003899"	"DNA-directed RNA polymerase activity"	"-4.167"	"4.167"
"GO:0061631"	"ubiquitin conjugating enzyme activity"	"-4.126"	"4.126"
"GO:0048027"	"mRNA 5'-UTR binding"	"-4.094"	"4.094"
"GO:0004674"	"protein serine/threonine kinase activity"	"-3.996"	"3.996"
"GO:0000993"	"RNA polymerase II core binding"	"-3.988"	"3.988"
"GO:0003727"	"single-stranded RNA binding"	"-3.961"	"3.961"
"GO:0003674"	"molecular_function"	"-3.931"	"3.931"
"GO:0008266"	"poly(U) RNA binding"	"-3.749"	"3.749"
"GO:0003676"	"nucleic acid binding"	"-3.68"	"3.68"
"GO:0030515"	"snoRNA binding"	"-3.675"	"3.675"
"GO:0017025"	"TBP-class protein binding"	"-3.543"	"3.543"
"GO:0043565"	"sequence-specific DNA binding"	"-3.541"	"3.541"
"GO:0001227"	"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"-3.503"	"3.503"
"GO:0004672"	"protein kinase activity"	"-3.468"	"3.468"
"GO:0008143"	"poly(A) binding"	"-3.432"	"3.432"
"GO:0004984"	"olfactory receptor activity"	"-3.395"	"3.395"
"GO:0019888"	"protein phosphatase regulator activity"	"-3.345"	"3.345"
"GO:0003713"	"transcription coactivator activity"	"-3.223"	"3.223"
"GO:0042393"	"histone binding"	"-3.174"	"3.174"
"GO:0043021"	"ribonucleoprotein complex binding"	"-3.127"	"3.127"
"GO:0044212"	"transcription regulatory region DNA binding"	"-3.091"	"3.091"
"GO:0051087"	"chaperone binding"	"-3.075"	"3.075"
