"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0005886"	"plasma membrane"	"-21.175"	"21.175"
"GO:0005887"	"integral component of plasma membrane"	"-21.051"	"21.051"
"GO:0005743"	"mitochondrial inner membrane"	"-9.166"	"9.166"
"GO:0005622"	"intracellular"	"-8.704"	"8.704"
"GO:0005762"	"mitochondrial large ribosomal subunit"	"-7.97"	"7.97"
"GO:0005834"	"heterotrimeric G-protein complex"	"-7.939"	"7.939"
"GO:0005763"	"mitochondrial small ribosomal subunit"	"-7.706"	"7.706"
"GO:0016021"	"integral component of membrane"	"-7.266"	"7.266"
"GO:0009897"	"external side of plasma membrane"	"-7.249"	"7.249"
"GO:0005747"	"mitochondrial respiratory chain complex I"	"-7.226"	"7.226"
"GO:0043005"	"neuron projection"	"-7.148"	"7.148"
"GO:0005938"	"cell cortex"	"-6.927"	"6.927"
"GO:0099056"	"integral component of presynaptic membrane"	"-6.606"	"6.606"
"GO:0030665"	"clathrin-coated vesicle membrane"	"-6.527"	"6.527"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"-6.414"	"6.414"
"GO:0005911"	"cell-cell junction"	"-6.35"	"6.35"
"GO:0030054"	"cell junction"	"-6.05"	"6.05"
"GO:0030667"	"secretory granule membrane"	"-5.972"	"5.972"
"GO:0005796"	"Golgi lumen"	"-5.768"	"5.768"
"GO:0005761"	"mitochondrial ribosome"	"-5.74"	"5.74"
"GO:0000777"	"condensed chromosome kinetochore"	"-5.721"	"5.721"
"GO:0043679"	"axon terminus"	"-5.666"	"5.666"
"GO:0099055"	"integral component of postsynaptic membrane"	"-5.58"	"5.58"
"GO:0045211"	"postsynaptic membrane"	"-5.365"	"5.365"
"GO:0005901"	"caveola"	"-5.218"	"5.218"
"GO:0019005"	"SCF ubiquitin ligase complex"	"-5.203"	"5.203"
"GO:0005905"	"clathrin-coated pit"	"-4.889"	"4.889"
"GO:0000922"	"spindle pole"	"-4.836"	"4.836"
"GO:0043197"	"dendritic spine"	"-4.826"	"4.826"
"GO:0043235"	"receptor complex"	"-4.823"	"4.823"
"GO:0036064"	"ciliary basal body"	"-4.701"	"4.701"
"GO:0005768"	"endosome"	"-4.663"	"4.663"
"GO:0005623"	"cell"	"-4.438"	"4.438"
"GO:0030425"	"dendrite"	"-4.397"	"4.397"
"GO:0097381"	"photoreceptor disc membrane"	"-4.393"	"4.393"
"GO:0042734"	"presynaptic membrane"	"-4.377"	"4.377"
"GO:0005813"	"centrosome"	"-4.37"	"4.37"
"GO:0042995"	"cell projection"	"-4.303"	"4.303"
"GO:0101003"	"ficolin-1-rich granule membrane"	"-4.301"	"4.301"
"GO:0097542"	"ciliary tip"	"-4.236"	"4.236"
"GO:0005923"	"bicellular tight junction"	"-4.213"	"4.213"
"GO:0034451"	"centriolar satellite"	"-4.194"	"4.194"
"GO:0097730"	NA	"-4.12"	"4.12"
"GO:0045121"	"membrane raft"	"-4.079"	"4.079"
"GO:0016592"	"mediator complex"	"-4.055"	"4.055"
"GO:0030141"	"secretory granule"	"-4.046"	"4.046"
"GO:0048786"	"presynaptic active zone"	"-4.017"	"4.017"
"GO:0005814"	"centriole"	"-3.978"	"3.978"
"GO:0098978"	"glutamatergic synapse"	"-3.901"	"3.901"
"GO:0098839"	"postsynaptic density membrane"	"-3.85"	"3.85"
"GO:0030139"	"endocytic vesicle"	"-3.823"	"3.823"
"GO:0016604"	"nuclear body"	"-3.807"	"3.807"
"GO:0032039"	"integrator complex"	"-3.782"	"3.782"
"GO:0005856"	"cytoskeleton"	"-3.743"	"3.743"
"GO:0000776"	"kinetochore"	"-3.729"	"3.729"
"GO:0098982"	"GABA-ergic synapse"	"-3.718"	"3.718"
"GO:0099061"	"integral component of postsynaptic density membrane"	"-3.586"	"3.586"
"GO:0005667"	"transcription factor complex"	"-3.583"	"3.583"
"GO:0031090"	"organelle membrane"	"-3.565"	"3.565"
"GO:0031226"	"intrinsic component of plasma membrane"	"-3.559"	"3.559"
"GO:0005802"	"trans-Golgi network"	"-3.537"	"3.537"
"GO:0051233"	"spindle midzone"	"-3.528"	"3.528"
"GO:0016342"	"catenin complex"	"-3.515"	"3.515"
"GO:0043198"	"dendritic shaft"	"-3.49"	"3.49"
"GO:0009986"	"cell surface"	"-3.488"	"3.488"
"GO:0005815"	"microtubule organizing center"	"-3.477"	"3.477"
"GO:0032588"	"trans-Golgi network membrane"	"-3.433"	"3.433"
"GO:0097060"	"synaptic membrane"	"-3.42"	"3.42"
"GO:0030136"	"clathrin-coated vesicle"	"-3.38"	"3.38"
"GO:0000118"	"histone deacetylase complex"	"-3.358"	"3.358"
"GO:0045095"	"keratin filament"	"-3.345"	"3.345"
"GO:0098685"	NA	"-3.32"	"3.32"
"GO:0031410"	"cytoplasmic vesicle"	"-3.312"	"3.312"
"GO:0042629"	"mast cell granule"	"-3.196"	"3.196"
"GO:0000242"	"pericentriolar material"	"-3.166"	"3.166"
"GO:0030672"	"synaptic vesicle membrane"	"-3.101"	"3.101"
"GO:0030285"	"integral component of synaptic vesicle membrane"	"-3.099"	"3.099"
"GO:0030904"	"retromer complex"	"-3.082"	"3.082"
"GO:0030018"	"Z disc"	"-3.07"	"3.07"
"GO:0001917"	"photoreceptor inner segment"	"-3.068"	"3.068"
"GO:0000775"	"chromosome, centromeric region"	"-3.034"	"3.034"
"GO:0043231"	"intracellular membrane-bounded organelle"	"-3.029"	"3.029"
"GO:0005912"	"adherens junction"	"-3.026"	"3.026"
"GO:0030424"	"axon"	"-3.015"	"3.015"
