"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0022627"	"cytosolic small ribosomal subunit"	"22.536"	"-22.536"
"GO:0032040"	"small-subunit processome"	"20.514"	"-20.514"
"GO:0005730"	"nucleolus"	"20.23"	"-20.23"
"GO:0022625"	"cytosolic large ribosomal subunit"	"20.059"	"-20.059"
"GO:0016020"	"membrane"	"16.435"	"-16.435"
"GO:0042788"	"polysomal ribosome"	"16.319"	"-16.319"
"GO:0000932"	"cytoplasmic mRNA processing body"	"14.725"	"-14.725"
"GO:0005840"	"ribosome"	"14.696"	"-14.696"
"GO:0070062"	"extracellular exosome"	"13.197"	"-13.197"
"GO:0005783"	"endoplasmic reticulum"	"11.658"	"-11.658"
"GO:0005829"	"cytosol"	"11.632"	"-11.632"
"GO:1990904"	"ribonucleoprotein complex"	"11.489"	"-11.489"
"GO:0005844"	"polysome"	"10.672"	"-10.672"
"GO:0005925"	"focal adhesion"	"10.5"	"-10.5"
"GO:1904813"	"ficolin-1-rich granule lumen"	"8.672"	"-8.672"
"GO:0005737"	"cytoplasm"	"8.65"	"-8.65"
"GO:0036464"	"cytoplasmic ribonucleoprotein granule"	"8.379"	"-8.379"
"GO:0005759"	"mitochondrial matrix"	"8.344"	"-8.344"
"GO:0010494"	"cytoplasmic stress granule"	"7.307"	"-7.307"
"GO:0035327"	"transcriptionally active chromatin"	"7.223"	"-7.223"
"GO:0034774"	"secretory granule lumen"	"7.201"	"-7.201"
"GO:0042470"	"melanosome"	"6.751"	"-6.751"
"GO:0030687"	"preribosome, large subunit precursor"	"6.431"	"-6.431"
"GO:0043209"	"myelin sheath"	"5.994"	"-5.994"
"GO:0000786"	"nucleosome"	"5.809"	"-5.809"
"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	"5.703"	"-5.703"
"GO:0046540"	"U4/U6 x U5 tri-snRNP complex"	"5.682"	"-5.682"
"GO:0045202"	"synapse"	"5.528"	"-5.528"
"GO:0044322"	"endoplasmic reticulum quality control compartment"	"5.491"	"-5.491"
"GO:0005654"	"nucleoplasm"	"5.359"	"-5.359"
"GO:0005790"	"smooth endoplasmic reticulum"	"5.321"	"-5.321"
"GO:0005697"	"telomerase holoenzyme complex"	"5.101"	"-5.101"
"GO:0001650"	"fibrillar center"	"4.974"	"-4.974"
"GO:0034399"	"nuclear periphery"	"4.959"	"-4.959"
"GO:0030176"	"integral component of endoplasmic reticulum membrane"	"4.88"	"-4.88"
"GO:0005791"	"rough endoplasmic reticulum"	"4.874"	"-4.874"
"GO:0033116"	"endoplasmic reticulum-Golgi intermediate compartment membrane"	"4.784"	"-4.784"
"GO:0005789"	"endoplasmic reticulum membrane"	"4.663"	"-4.663"
"GO:0042645"	"mitochondrial nucleoid"	"4.511"	"-4.511"
"GO:0015030"	"Cajal body"	"4.239"	"-4.239"
"GO:0005788"	"endoplasmic reticulum lumen"	"4.162"	"-4.162"
"GO:0070971"	"endoplasmic reticulum exit site"	"4.134"	"-4.134"
"GO:0005643"	"nuclear pore"	"4.125"	"-4.125"
"GO:0005634"	"nucleus"	"3.731"	"-3.731"
"GO:0008180"	"COP9 signalosome"	"3.669"	"-3.669"
"GO:0030133"	"transport vesicle"	"3.535"	"-3.535"
"GO:0035578"	"azurophil granule lumen"	"3.523"	"-3.523"
"GO:0044297"	"cell body"	"3.459"	"-3.459"
"GO:0072562"	"blood microparticle"	"3.341"	"-3.341"
"GO:0016235"	"aggresome"	"3.051"	"-3.051"
"GO:0014069"	"postsynaptic density"	"3.047"	"-3.047"
