"ID"	"Pathway"	"Z-score"
"hsa03420"	"Nucleotide excision repair"	"77.438"
"hsa03022"	"Basal transcription factors"	"67.095"
"hsa00240"	"Pyrimidine metabolism"	"47.736"
"hsa03020"	"RNA polymerase"	"46.512"
"hsa03430"	"Mismatch repair"	"43.533"
"hsa00230"	"Purine metabolism"	"43.371"
"hsa03030"	"DNA replication"	"41.895"
"hsa03410"	"Base excision repair"	"41.196"
"hsa03040"	"Spliceosome"	"39.717"
"hsa03460"	"Fanconi anemia pathway"	"34.44"
"hsa03440"	"Homologous recombination"	"32.292"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"23.492"
"hsa05016"	"Huntington,s disease"	"16.068"
"hsa05169"	"Epstein-Barr virus infection"	"13.04"
"hsa03015"	"mRNA surveillance pathway"	"12.951"
"hsa05168"	"Herpes simplex infection"	"10.629"
"hsa03013"	"RNA transport"	"8.828"
"hsa05203"	"Viral carcinogenesis"	"8.04"
"hsa05322"	"Systemic lupus erythematosus"	"7.975"
"hsa05202"	"Transcriptional misregulation in cancer"	"7.859"
"hsa03018"	"RNA degradation"	"7.435"
"hsa03450"	"Non-homologous end-joining"	"5.14"
"hsa04120"	"Ubiquitin mediated proteolysis"	"4.506"
"hsa05134"	"Legionellosis"	"3.409"
"hsa04115"	"p53 signaling pathway"	"3.054"
"hsa04612"	"Antigen processing and presentation"	"2.434"
"hsa04110"	"Cell cycle"	"1.793"
"hsa00052"	"Galactose metabolism"	"1.711"
"hsa05166"	"HTLV-I infection"	"1.519"
"hsa00260"	"Glycine, serine and threonine metabolism"	"1.39"
"hsa05217"	"Basal cell carcinoma"	"1.376"
"hsa05216"	"Thyroid cancer"	"1.121"
"hsa00511"	"Other glycan degradation"	"1.076"
"hsa00740"	"Riboflavin metabolism"	"1.069"
"hsa00051"	"Fructose and mannose metabolism"	"0.801"
"hsa00030"	"Pentose phosphate pathway"	"0.676"
"hsa00360"	"Phenylalanine metabolism"	"0.674"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.668"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"0.634"
"hsa05164"	"Influenza A"	"0.516"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"0.505"
"hsa00310"	"Lysine degradation"	"0.484"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"0.45"
"hsa00350"	"Tyrosine metabolism"	"0.435"
"hsa00510"	"N-Glycan biosynthesis"	"0.119"
"hsa00780"	"Biotin metabolism"	"0.114"
"hsa04216"	"Ferroptosis"	"0.114"
"hsa04213"	"Longevity regulating pathway - multiple species"	"0.055"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-0.037"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.123"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-0.18"
"hsa00232"	"Caffeine metabolism"	"-0.187"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.238"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.256"
"hsa04330"	"Notch signaling pathway"	"-0.263"
"hsa00270"	"Cysteine and methionine metabolism"	"-0.303"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-0.318"
"hsa00340"	"Histidine metabolism"	"-0.331"
"hsa00670"	"One carbon pool by folate"	"-0.331"
"hsa00730"	"Thiamine metabolism"	"-0.339"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.385"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-0.414"
"hsa05034"	"Alcoholism"	"-0.486"
"hsa04966"	"Collecting duct acid secretion"	"-0.565"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.688"
"hsa00430"	"Taurine and hypotaurine metabolism"	"-0.7"
"hsa05130"	"Pathogenic Escherichia coli infection"	"-0.705"
"hsa00450"	"Selenocompound metabolism"	"-0.733"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-0.779"
"hsa00061"	"Fatty acid biosynthesis"	"-0.803"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-0.821"
"hsa04145"	"Phagosome"	"-0.851"
"hsa00785"	"Lipoic acid metabolism"	"-0.875"
"hsa00650"	"Butanoate metabolism"	"-0.915"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.007"
"hsa00565"	"Ether lipid metabolism"	"-1.026"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"-1.035"
"hsa00410"	"beta-Alanine metabolism"	"-1.15"
"hsa00920"	"Sulfur metabolism"	"-1.174"
"hsa04122"	"Sulfur relay system"	"-1.198"
"hsa00910"	"Nitrogen metabolism"	"-1.207"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-1.256"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-1.362"
"hsa00220"	"Arginine biosynthesis"	"-1.427"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-1.464"
"hsa00071"	"Fatty acid degradation"	"-1.5"
"hsa05110"	"Vibrio cholerae infection"	"-1.579"
"hsa00380"	"Tryptophan metabolism"	"-1.634"
"hsa00983"	"Drug metabolism - other enzymes"	"-1.659"
"hsa03320"	"PPAR signaling pathway"	"-1.674"
"hsa04977"	"Vitamin digestion and absorption"	"-1.677"
"hsa00750"	"Vitamin B6 metabolism"	"-1.702"
"hsa00480"	"Glutathione metabolism"	"-1.766"
"hsa00330"	"Arginine and proline metabolism"	"-1.822"
"hsa00500"	"Starch and sucrose metabolism"	"-1.842"
"hsa00531"	"Glycosaminoglycan degradation"	"-1.885"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.953"
"hsa00590"	"Arachidonic acid metabolism"	"-1.961"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-1.969"
"hsa02010"	"ABC transporters"	"-2.051"
"hsa00592"	"alpha-Linolenic acid metabolism"	"-2.066"
"hsa05020"	"Prion diseases"	"-2.168"
"hsa03050"	"Proteasome"	"-2.196"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-2.209"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-2.234"
"hsa00790"	"Folate biosynthesis"	"-2.241"
"hsa04927"	"Cortisol synthesis and secretion"	"-2.27"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-2.331"
"hsa04137"	"Mitophagy - animal"	"-2.348"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-2.353"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.406"
"hsa05222"	"Small cell lung cancer"	"-2.431"
"hsa00062"	"Fatty acid elongation"	"-2.475"
"hsa00100"	"Steroid biosynthesis"	"-2.485"
"hsa00830"	"Retinol metabolism"	"-2.519"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.528"
"hsa00040"	"Pentose and glucuronate interconversions"	"-2.546"
"hsa05340"	"Primary immunodeficiency"	"-2.561"
"hsa05162"	"Measles"	"-2.651"
"hsa00600"	"Sphingolipid metabolism"	"-2.694"
"hsa00561"	"Glycerolipid metabolism"	"-2.709"
"hsa04975"	"Fat digestion and absorption"	"-2.713"
"hsa04976"	"Bile secretion"	"-2.747"
"hsa00591"	"Linoleic acid metabolism"	"-2.775"
"hsa00620"	"Pyruvate metabolism"	"-2.825"
"hsa04350"	"TGF-beta signaling pathway"	"-2.85"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-2.899"
"hsa04540"	"Gap junction"	"-2.902"
"hsa04922"	"Glucagon signaling pathway"	"-2.923"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.967"
"hsa04913"	"Ovarian steroidogenesis"	"-3.005"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-3.043"
"hsa00640"	"Propanoate metabolism"	"-3.199"
"hsa04710"	"Circadian rhythm"	"-3.248"
"hsa03060"	"Protein export"	"-3.272"
"hsa04915"	"Estrogen signaling pathway"	"-3.302"
"hsa05230"	"Central carbon metabolism in cancer"	"-3.389"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-3.399"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-3.408"
"hsa05033"	"Nicotine addiction"	"-3.424"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-3.487"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.507"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-3.595"
