"GO.ID"	"GO.Term"	"Z-score"
"GO:0005669"	"transcription factor TFIID complex"	"58.951"
"GO:0005675"	"holo TFIIH complex"	"56.735"
"GO:0000439"	"core TFIIH complex"	"50.48"
"GO:0005654"	"nucleoplasm"	"46.917"
"GO:0043625"	"delta DNA polymerase complex"	"43.514"
"GO:0005665"	"DNA-directed RNA polymerase II, core complex"	"42.914"
"GO:0032039"	"integrator complex"	"39.411"
"GO:0005666"	"DNA-directed RNA polymerase III complex"	"38.354"
"GO:0000438"	"core TFIIH complex portion of holo TFIIH complex"	"37.46"
"GO:0071013"	"catalytic step 2 spliceosome"	"36.189"
"GO:0005736"	"DNA-directed RNA polymerase I complex"	"33.448"
"GO:0005681"	"spliceosomal complex"	"31.996"
"GO:0000109"	"nucleotide-excision repair complex"	"31.992"
"GO:0016607"	"nuclear speck"	"31.786"
"GO:0005663"	"DNA replication factor C complex"	"30.851"
"GO:0016591"	"DNA-directed RNA polymerase II, holoenzyme"	"30.691"
"GO:0005662"	"DNA replication factor A complex"	"30.573"
"GO:0071007"	"U2-type catalytic step 2 spliceosome"	"30.227"
"GO:0032021"	"NELF complex"	"29.406"
"GO:0008023"	"transcription elongation factor complex"	"28.342"
"GO:0070985"	"TFIIK complex"	"28.127"
"GO:0000110"	"nucleotide-excision repair factor 1 complex"	"27.986"
"GO:0033276"	"transcription factor TFTC complex"	"27.846"
"GO:0031390"	"Ctf18 RFC-like complex"	"27.379"
"GO:0035363"	"histone locus body"	"26.925"
"GO:0005689"	"U12-type spliceosomal complex"	"26.918"
"GO:0097550"	"transcriptional preinitiation complex"	"26.081"
"GO:0019907"	"cyclin-dependent protein kinase activating kinase holoenzyme complex"	"24.74"
"GO:0000974"	"Prp19 complex"	"24.372"
"GO:0016593"	"Cdc73/Paf1 complex"	"23.971"
"GO:0070522"	"ERCC4-ERCC1 complex"	"22.956"
"GO:0080008"	"Cul4-RING E3 ubiquitin ligase complex"	"22.025"
"GO:0070876"	"SOSS complex"	"21.698"
"GO:0005694"	"chromosome"	"21.245"
"GO:0019185"	"snRNA-activating protein complex"	"21.008"
"GO:0000112"	"nucleotide-excision repair factor 3 complex"	"20.731"
"GO:0005686"	"U2 snRNP"	"20.549"
"GO:0046540"	"U4/U6 x U5 tri-snRNP complex"	"20.531"
"GO:0000784"	"nuclear chromosome, telomeric region"	"20.407"
"GO:0031391"	"Elg1 RFC-like complex"	"20.164"
"GO:0031465"	"Cul4B-RING E3 ubiquitin ligase complex"	"19.809"
"GO:0005634"	"nucleus"	"19.808"
"GO:0035861"	"site of double-strand break"	"19.521"
"GO:0031464"	"Cul4A-RING E3 ubiquitin ligase complex"	"19.198"
"GO:0005672"	"transcription factor TFIIA complex"	"19.093"
"GO:0002944"	"cyclin K-CDK12 complex"	"18.622"
"GO:0071014"	"post-mRNA release spliceosomal complex"	"18.547"
"GO:0030896"	"checkpoint clamp complex"	"18.341"
"GO:0030914"	"STAGA complex"	"18.307"
"GO:0016604"	"nuclear body"	"17.993"
"GO:0005673"	"transcription factor TFIIE complex"	"17.972"
"GO:0005682"	"U5 snRNP"	"17.643"
"GO:0071005"	"U2-type precatalytic spliceosome"	"16.685"
"GO:0000126"	"transcription factor TFIIIB complex"	"16.646"
"GO:0015030"	"Cajal body"	"16.415"
"GO:0008024"	"cyclin/CDK positive transcription elongation factor complex"	"16.331"
"GO:0000127"	"transcription factor TFIIIC complex"	"15.981"
"GO:0030532"	"small nuclear ribonucleoprotein complex"	"15.618"
"GO:0000120"	"RNA polymerase I transcription factor complex"	"15.515"
"GO:0000124"	"SAGA complex"	"15.454"
"GO:0035327"	"transcriptionally active chromatin"	"15.357"
