"Pathway"	"Z-score"
"Fanconi anemia pathway - Homo sapiens (human)"	"36.701"
"Homologous recombination - Homo sapiens (human)"	"34.19"
"Cell cycle - Homo sapiens (human)"	"32.522"
"DNA replication - Homo sapiens (human)"	"31.647"
"Mismatch repair - Homo sapiens (human)"	"26.752"
"Nucleotide excision repair - Homo sapiens (human)"	"24.223"
"Base excision repair - Homo sapiens (human)"	"20.634"
"p53 signaling pathway - Homo sapiens (human)"	"19.036"
"Systemic lupus erythematosus - Homo sapiens (human)"	"16.418"
"Cellular senescence - Homo sapiens (human)"	"13.681"
"RNA transport - Homo sapiens (human)"	"13.64"
"Non-homologous end-joining - Homo sapiens (human)"	"13.319"
"Oocyte meiosis - Homo sapiens (human)"	"12.2"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"11.474"
"Progesterone-mediated oocyte maturation - Homo sapiens (human)"	"10.32"
"Alcoholism - Homo sapiens (human)"	"9.474"
"Viral carcinogenesis - Homo sapiens (human)"	"8.841"
"Pyrimidine metabolism - Homo sapiens (human)"	"8.371"
"Ubiquitin mediated proteolysis - Homo sapiens (human)"	"7.351"
"Spliceosome - Homo sapiens (human)"	"7.32"
"HTLV-I infection - Homo sapiens (human)"	"6.974"
"Purine metabolism - Homo sapiens (human)"	"6.202"
"Small cell lung cancer - Homo sapiens (human)"	"5.567"
"MicroRNAs in cancer - Homo sapiens (human)"	"4.371"
"Bladder cancer - Homo sapiens (human)"	"3.649"
"Necroptosis - Homo sapiens (human)"	"3.643"
"Epstein-Barr virus infection - Homo sapiens (human)"	"3.326"
"Ether lipid metabolism - Homo sapiens (human)"	"2.941"
"Thyroid cancer - Homo sapiens (human)"	"2.933"
"RNA degradation - Homo sapiens (human)"	"2.888"
"Herpes simplex infection - Homo sapiens (human)"	"2.735"
"RNA polymerase - Homo sapiens (human)"	"2.732"
"FoxO signaling pathway - Homo sapiens (human)"	"2.602"
"Lysine degradation - Homo sapiens (human)"	"2.326"
"Apoptosis - Homo sapiens (human)"	"2.311"
"Basal transcription factors - Homo sapiens (human)"	"2.244"
"Hepatitis B - Homo sapiens (human)"	"2.196"
"Pathogenic Escherichia coli infection - Homo sapiens (human)"	"2.178"
"Caffeine metabolism - Homo sapiens (human)"	"2.044"
"Taurine and hypotaurine metabolism - Homo sapiens (human)"	"2.012"
"mRNA surveillance pathway - Homo sapiens (human)"	"1.975"
"Histidine metabolism - Homo sapiens (human)"	"1.907"
"Pancreatic cancer - Homo sapiens (human)"	"1.621"
"Legionellosis - Homo sapiens (human)"	"1.597"
"Notch signaling pathway - Homo sapiens (human)"	"1.573"
"Glycosaminoglycan degradation - Homo sapiens (human)"	"1.487"
"Circadian rhythm - Homo sapiens (human)"	"1.433"
"Antigen processing and presentation - Homo sapiens (human)"	"1.428"
"Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)"	"1.423"
"Measles - Homo sapiens (human)"	"1.418"
"Mitophagy - animal - Homo sapiens (human)"	"1.317"
"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"	"1.19"
"Melanoma - Homo sapiens (human)"	"1.032"
"Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)"	"1.021"
"Lipoic acid metabolism - Homo sapiens (human)"	"1.004"
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)"	"0.971"
"Chronic myeloid leukemia - Homo sapiens (human)"	"0.957"
