"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa03460"	"Fanconi anemia pathway"	"36.701"	"820"	"262.855"	"15.181"
"hsa03440"	"Homologous recombination"	"34.19"	"768"	"247.639"	"15.22"
"hsa04110"	"Cell cycle"	"32.522"	"2882"	"1339.237"	"47.438"
"hsa03030"	"DNA replication"	"31.647"	"930"	"318.976"	"19.308"
"hsa03430"	"Mismatch repair"	"26.752"	"646"	"219.338"	"15.949"
"hsa03420"	"Nucleotide excision repair"	"24.223"	"999"	"436.186"	"23.235"
"hsa03410"	"Base excision repair"	"20.634"	"358"	"127.482"	"11.172"
"hsa04115"	"p53 signaling pathway"	"19.036"	"775"	"406.381"	"19.365"
"hsa05322"	"Systemic lupus erythematosus"	"16.418"	"1647"	"1039.92"	"36.976"
"hsa04218"	"Cellular senescence"	"13.681"	"1947"	"1352.782"	"43.435"
"hsa03013"	"RNA transport"	"13.64"	"2416"	"1678.579"	"54.064"
"hsa03450"	"Non-homologous end-joining"	"13.319"	"175"	"70.878"	"7.817"
"hsa04114"	"Oocyte meiosis"	"12.2"	"1510"	"1063.893"	"36.567"
"hsa05202"	"Transcriptional misregulation in cancer"	"11.474"	"1378"	"1015.061"	"31.632"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"10.32"	"1019"	"709.777"	"29.964"
"hsa05034"	"Alcoholism"	"9.474"	"2087"	"1599.427"	"51.462"
"hsa05203"	"Viral carcinogenesis"	"8.841"	"2692"	"2102.572"	"66.666"
"hsa00240"	"Pyrimidine metabolism"	"8.371"	"830"	"614.973"	"25.687"
"hsa04120"	"Ubiquitin mediated proteolysis"	"7.351"	"1297"	"1030.826"	"36.208"
"hsa03040"	"Spliceosome"	"7.32"	"2128"	"1688.991"	"59.974"
"hsa05166"	"HTLV-I infection"	"6.974"	"2059"	"1710.895"	"49.912"
"hsa00230"	"Purine metabolism"	"6.202"	"886"	"719.394"	"26.864"
"hsa05222"	"Small cell lung cancer"	"5.567"	"848"	"694.009"	"27.661"
"hsa05206"	"MicroRNAs in cancer"	"4.371"	"1254"	"1088.498"	"37.864"
"hsa05219"	"Bladder cancer"	"3.649"	"527"	"444.424"	"22.628"
"hsa04217"	"Necroptosis"	"3.643"	"1239"	"1104.784"	"36.84"
"hsa05169"	"Epstein-Barr virus infection"	"3.326"	"2837"	"2557.231"	"84.103"
"hsa00565"	"Ether lipid metabolism"	"2.941"	"46"	"29.564"	"5.588"
"hsa05216"	"Thyroid cancer"	"2.933"	"456"	"394.206"	"21.072"
"hsa03018"	"RNA degradation"	"2.888"	"753"	"669.385"	"28.949"
"hsa05168"	"Herpes simplex infection"	"2.735"	"1418"	"1306.961"	"40.595"
"hsa03020"	"RNA polymerase"	"2.732"	"439"	"384.152"	"20.079"
"hsa04068"	"FoxO signaling pathway"	"2.602"	"1197"	"1094.687"	"39.319"
"hsa00310"	"Lysine degradation"	"2.326"	"250"	"217.238"	"14.087"
"hsa04210"	"Apoptosis"	"2.311"	"1202"	"1113.599"	"38.247"
"hsa03022"	"Basal transcription factors"	"2.244"	"448"	"399.723"	"21.514"
"hsa05161"	"Hepatitis B"	"2.196"	"1277"	"1190.457"	"39.414"
"hsa05130"	"Pathogenic Escherichia coli infection"	"2.178"	"996"	"916.834"	"36.353"
"hsa00232"	"Caffeine metabolism"	"2.044"	"8"	"3.912"	"2"
"hsa00430"	"Taurine and hypotaurine metabolism"	"2.012"	"8"	"3.808"	"2.083"
"hsa03015"	"mRNA surveillance pathway"	"1.975"	"1006"	"934.79"	"36.059"
"hsa00340"	"Histidine metabolism"	"1.907"	"105"	"88.571"	"8.614"
"hsa05212"	"Pancreatic cancer"	"1.621"	"735"	"687.695"	"29.176"
"hsa05134"	"Legionellosis"	"1.597"	"823"	"770.268"	"33.011"
"hsa04330"	"Notch signaling pathway"	"1.573"	"325"	"299.559"	"16.169"
"hsa00531"	"Glycosaminoglycan degradation"	"1.487"	"11"	"6.657"	"2.92"
"hsa04710"	"Circadian rhythm"	"1.433"	"277"	"255.415"	"15.061"
"hsa04612"	"Antigen processing and presentation"	"1.428"	"777"	"732.548"	"31.119"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1.423"	"12"	"7.757"	"2.981"
"hsa05162"	"Measles"	"1.418"	"1093"	"1039.734"	"37.561"
"hsa04137"	"Mitophagy - animal"	"1.317"	"610"	"576.074"	"25.769"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"1.19"	"56"	"48.166"	"6.585"
"hsa05218"	"Melanoma"	"1.032"	"531"	"507.708"	"22.562"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"1.021"	"9"	"6.287"	"2.657"
"hsa00785"	"Lipoic acid metabolism"	"1.004"	"6"	"4.004"	"1.989"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"0.971"	"142"	"131.456"	"10.858"
"hsa05220"	"Chronic myeloid leukemia"	"0.957"	"833"	"801.145"	"33.282"
"hsa00410"	"beta-Alanine metabolism"	"0.791"	"120"	"112.06"	"10.035"
"hsa00740"	"Riboflavin metabolism"	"0.736"	"6"	"4.344"	"2.25"
"hsa05215"	"Prostate cancer"	"0.619"	"925"	"904.327"	"33.392"
"hsa05224"	"Breast cancer"	"0.44"	"986"	"971.132"	"33.778"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"0.399"	"1180"	"1164.741"	"38.204"
"hsa05164"	"Influenza A"	"0.399"	"1448"	"1428.637"	"48.479"
"hsa00511"	"Other glycan degradation"	"0.386"	"11"	"9.679"	"3.423"
"hsa00053"	"Ascorbate and aldarate metabolism"	"0.38"	"76"	"73.029"	"7.822"
"hsa05223"	"Non-small cell lung cancer"	"0.361"	"581"	"571.587"	"26.054"
"hsa00910"	"Nitrogen metabolism"	"0.349"	"19"	"17.511"	"4.268"
"hsa00750"	"Vitamin B6 metabolism"	"0.346"	"9"	"7.979"	"2.948"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"0.253"	"234"	"230.405"	"14.202"
"hsa04350"	"TGF-beta signaling pathway"	"0.248"	"599"	"593.048"	"23.966"
"hsa03010"	"Ribosome"	"0.237"	"728"	"720.837"	"30.23"
"hsa00071"	"Fatty acid degradation"	"0.22"	"146"	"143.512"	"11.3"
"hsa04392"	"Hippo signaling pathway - multiple species"	"0.131"	"117"	"115.632"	"10.406"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"0.068"	"1528"	"1524.572"	"50.655"
"hsa00330"	"Arginine and proline metabolism"	"0.024"	"155"	"154.719"	"11.706"
"hsa00670"	"One carbon pool by folate"	"0.019"	"78"	"77.844"	"8.208"
"hsa05165"	"Human papillomavirus infection"	"-0.022"	"1857"	"1858.092"	"48.951"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.035"	"0"	"0.035"	"0.184"
"hsa00730"	"Thiamine metabolism"	"-0.05"	"22"	"22.236"	"4.736"
"hsa00061"	"Fatty acid biosynthesis"	"-0.067"	"54"	"54.464"	"6.927"
"hsa04215"	"Apoptosis - multiple species"	"-0.103"	"135"	"136.165"	"11.256"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-0.168"	"661"	"665.73"	"28.164"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-0.207"	"750"	"757.03"	"34.019"
"hsa04216"	"Ferroptosis"	"-0.26"	"208"	"211.374"	"12.991"
"hsa00380"	"Tryptophan metabolism"	"-0.285"	"130"	"133.037"	"10.657"
"hsa00052"	"Galactose metabolism"	"-0.301"	"187"	"190.955"	"13.142"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-0.317"	"17"	"18.415"	"4.467"
"hsa05217"	"Basal cell carcinoma"	"-0.348"	"228"	"233.12"	"14.716"
"hsa04310"	"Wnt signaling pathway"	"-0.348"	"925"	"936.028"	"31.719"
"hsa03320"	"PPAR signaling pathway"	"-0.358"	"314"	"320.406"	"17.869"
"hsa00592"	"alpha-Linolenic acid metabolism"	"-0.363"	"9"	"10.115"	"3.075"
"hsa00780"	"Biotin metabolism"	"-0.464"	"1"	"1.611"	"1.317"
"hsa00561"	"Glycerolipid metabolism"	"-0.485"	"113"	"117.944"	"10.201"
"hsa04934"	"Cushing's syndrome"	"-0.492"	"732"	"745.392"	"27.225"
"hsa04122"	"Sulfur relay system"	"-0.535"	"14"	"16.214"	"4.14"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.576"	"5"	"6.507"	"2.615"
"hsa00500"	"Starch and sucrose metabolism"	"-0.692"	"167"	"176.033"	"13.046"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-0.751"	"339"	"352.964"	"18.603"
"hsa00480"	"Glutathione metabolism"	"-0.772"	"106"	"114.428"	"10.924"
"hsa05214"	"Glioma"	"-0.817"	"626"	"649.054"	"28.232"
"hsa00350"	"Tyrosine metabolism"	"-0.873"	"43"	"48.826"	"6.671"
"hsa00620"	"Pyruvate metabolism"	"-0.9"	"275"	"290.288"	"16.99"
"hsa00360"	"Phenylalanine metabolism"	"-0.903"	"38"	"43.607"	"6.208"
"hsa00270"	"Cysteine and methionine metabolism"	"-0.919"	"219"	"232.764"	"14.972"
"hsa00600"	"Sphingolipid metabolism"	"-0.92"	"36"	"42.61"	"7.182"
"hsa05226"	"Gastric cancer"	"-1.022"	"882"	"915.386"	"32.681"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-1.076"	"204"	"219.457"	"14.359"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-1.128"	"157"	"170.712"	"12.157"
"hsa05210"	"Colorectal cancer"	"-1.164"	"759"	"796.43"	"32.157"
"hsa00983"	"Drug metabolism - other enzymes"	"-1.191"	"153"	"168.276"	"12.828"
"hsa00062"	"Fatty acid elongation"	"-1.229"	"38"	"45.612"	"6.194"
"hsa00920"	"Sulfur metabolism"	"-1.241"	"6"	"9.97"	"3.199"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-1.245"	"12"	"17.127"	"4.118"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-1.255"	"128"	"141.627"	"10.86"
"hsa00030"	"Pentose phosphate pathway"	"-1.293"	"199"	"216.908"	"13.855"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.309"	"260"	"280.576"	"15.716"
"hsa04977"	"Vitamin digestion and absorption"	"-1.405"	"12"	"17.805"	"4.132"
"hsa00220"	"Arginine biosynthesis"	"-1.493"	"66"	"78.97"	"8.688"
"hsa00450"	"Selenocompound metabolism"	"-1.494"	"18"	"25.131"	"4.774"
"hsa00051"	"Fructose and mannose metabolism"	"-1.518"	"194"	"214.904"	"13.772"
"hsa00510"	"N-Glycan biosynthesis"	"-1.549"	"62"	"74.808"	"8.268"
"hsa05340"	"Primary immunodeficiency"	"-1.564"	"87"	"101.497"	"9.267"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.569"	"8"	"13.93"	"3.78"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-1.616"	"39"	"49.78"	"6.673"
"hsa02010"	"ABC transporters"	"-1.733"	"31"	"42.685"	"6.745"
"hsa04530"	"Tight junction"	"-1.772"	"1258"	"1337.25"	"44.734"
"hsa00790"	"Folate biosynthesis"	"-1.791"	"36"	"49.041"	"7.282"
"hsa00100"	"Steroid biosynthesis"	"-1.801"	"35"	"47.12"	"6.731"
