"GO.ID"	"GO.Term"	"Z-score"
"GO:0006260"	"DNA replication"	"47.567"
"GO:0051301"	"cell division"	"39.109"
"GO:0006281"	"DNA repair"	"35.058"
"GO:0000724"	"double-strand break repair via homologous recombination"	"33.958"
"GO:0006270"	"DNA replication initiation"	"30.575"
"GO:0000723"	"telomere maintenance"	"30.251"
"GO:0032201"	"telomere maintenance via semi-conservative replication"	"27.859"
"GO:0051321"	"meiotic cell cycle"	"27.291"
"GO:0006302"	"double-strand break repair"	"26.302"
"GO:0000076"	"DNA replication checkpoint"	"26.233"
"GO:0007059"	"chromosome segregation"	"26.175"
"GO:0006261"	"DNA-dependent DNA replication"	"25.509"
"GO:0034080"	"CENP-A containing nucleosome assembly"	"25.332"
"GO:0000077"	"DNA damage checkpoint"	"25.152"
"GO:0006974"	"cellular response to DNA damage stimulus"	"25.123"
"GO:0000083"	"regulation of transcription involved in G1/S transition of mitotic cell cycle"	"24.729"
"GO:0006284"	"base-excision repair"	"24.176"
"GO:0000070"	"mitotic sister chromatid segregation"	"23.659"
"GO:0051382"	"kinetochore assembly"	"23.455"
"GO:0006303"	"double-strand break repair via nonhomologous end joining"	"23.172"
"GO:0033314"	"mitotic DNA replication checkpoint"	"23.138"
"GO:0000082"	"G1/S transition of mitotic cell cycle"	"22.982"
"GO:0006310"	"DNA recombination"	"22.525"
"GO:0046603"	"negative regulation of mitotic centrosome separation"	"22.327"
"GO:0006298"	"mismatch repair"	"22.219"
"GO:0048478"	"replication fork protection"	"21.72"
"GO:0000729"	"DNA double-strand break processing"	"21.66"
"GO:0006289"	"nucleotide-excision repair"	"21.411"
"GO:0006334"	"nucleosome assembly"	"21.37"
"GO:0032508"	"DNA duplex unwinding"	"20.881"
"GO:0000278"	"mitotic cell cycle"	"20.524"
"GO:0006271"	"DNA strand elongation involved in DNA replication"	"20.458"
"GO:0007131"	"reciprocal meiotic recombination"	"20.255"
"GO:0006977"	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"	"20.193"
"GO:0006268"	"DNA unwinding involved in DNA replication"	"20.11"
"GO:0051315"	"attachment of mitotic spindle microtubules to kinetochore"	"20.092"
"GO:0090305"	"nucleic acid phosphodiester bond hydrolysis"	"20.086"
"GO:0007094"	"mitotic spindle assembly checkpoint"	"20.055"
"GO:0007095"	"mitotic G2 DNA damage checkpoint"	"19.883"
"GO:0007062"	"sister chromatid cohesion"	"19.26"
"GO:0031297"	"replication fork processing"	"19.151"
"GO:0000731"	"DNA synthesis involved in DNA repair"	"18.769"
"GO:0090656"	"t-circle formation"	"18.721"
"GO:0007088"	"regulation of mitotic nuclear division"	"18.478"
