"Pathway"	"Z-score"
"DNA replication"	"35.274"
"Cell cycle"	"29.557"
"Mismatch repair"	"28.847"
"Nucleotide excision repair"	"18.131"
"Homologous recombination"	"18.013"
"Base excision repair"	"13.003"
"Fanconi anemia pathway"	"12.789"
"HTLV-I infection"	"12.517"
"p53 signaling pathway"	"12.429"
"Pyrimidine metabolism"	"11.848"
"Cellular senescence"	"11.14"
"Oocyte meiosis"	"8.747"
"MicroRNAs in cancer"	"8.62"
"Purine metabolism"	"8.395"
"Non-homologous end-joining"	"7.576"
"Small cell lung cancer"	"7.269"
"Progesterone-mediated oocyte maturation"	"6.992"
"Bladder cancer"	"6.869"
"Chronic myeloid leukemia"	"5.819"
"RNA transport"	"5.589"
"Viral carcinogenesis"	"5.544"
"Colorectal cancer"	"5.476"
"Hepatitis B"	"5.406"
"Pancreatic cancer"	"4.711"
"Endometrial cancer"	"4.377"
"Thyroid cancer"	"4.231"
"One carbon pool by folate"	"4.097"
"Non-small cell lung cancer"	"4.012"
"Drug metabolism - other enzymes"	"3.927"
"Melanoma"	"3.759"
"Glioma"	"3.751"
"Gastric cancer"	"3.603"
"Breast cancer"	"3.591"
"Ribosome biogenesis in eukaryotes"	"3.571"
"Cushing's syndrome"	"3.509"
"Epstein-Barr virus infection"	"3.446"
"Pathways in cancer"	"3.258"
"Measles"	"3.132"
"Spliceosome"	"3.132"
"FoxO signaling pathway"	"3.116"
"Prostate cancer"	"2.986"
"Hepatocellular carcinoma"	"2.47"
"Ferroptosis"	"2.444"
"ErbB signaling pathway"	"2.255"
"Transcriptional misregulation in cancer"	"2.252"
"Herpes simplex infection"	"2.248"
"Thiamine metabolism"	"2.172"
"Apoptosis"	"2.166"
"mRNA surveillance pathway"	"2.149"
"HIF-1 signaling pathway"	"1.937"
"Lysine degradation"	"1.837"
"PI3K-Akt signaling pathway"	"1.804"
"Basal cell carcinoma"	"1.663"
"Central carbon metabolism in cancer"	"1.607"
"Human papillomavirus infection"	"1.478"
"Kaposi's sarcoma-associated herpesvirus infection"	"1.473"
"Hepatitis C"	"1.429"
"Systemic lupus erythematosus"	"1.418"
"Glyoxylate and dicarboxylate metabolism"	"1.365"
"Ubiquitin mediated proteolysis"	"1.342"
"RNA degradation"	"1.33"
"Pentose phosphate pathway"	"1.227"
"Gap junction"	"1.143"
"Apoptosis - multiple species"	"1.124"
"Primary immunodeficiency"	"1.031"
"AGE-RAGE signaling pathway in diabetic complications"	"0.954"
"Influenza A"	"0.928"
"Glycine, serine and threonine metabolism"	"0.9"
"Cysteine and methionine metabolism"	"0.784"
"Thyroid hormone signaling pathway"	"0.719"
"Amyotrophic lateral sclerosis (ALS)"	"0.663"
"Proteoglycans in cancer"	"0.638"
"Glutathione metabolism"	"0.583"
"Pathogenic Escherichia coli infection"	"0.579"
"MAPK signaling pathway"	"0.534"
"Wnt signaling pathway"	"0.397"
"Acute myeloid leukemia"	"0.385"
"Mitophagy - animal"	"0.38"
"Phagosome"	"0.356"
"Renal cell carcinoma"	"0.352"
"Hippo signaling pathway"	"0.328"
"Jak-STAT signaling pathway"	"0.261"
"Necroptosis"	"0.246"
"Tight junction"	"0.179"
"ECM-receptor interaction"	"0.178"
"TGF-beta signaling pathway"	"0.14"
"Alcoholism"	"0.091"
"Longevity regulating pathway"	"0.081"
"IL-17 signaling pathway"	"0.038"
"Hematopoietic cell lineage"	"0.016"
"T cell receptor signaling pathway"	"-0.043"
"D-Arginine and D-ornithine metabolism"	"-0.102"
"Lipoic acid metabolism"	"-0.172"
"Biotin metabolism"	"-0.175"
"Sphingolipid signaling pathway"	"-0.204"
"Neurotrophin signaling pathway"	"-0.214"
"Valine, leucine and isoleucine biosynthesis"	"-0.215"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.225"
"Caffeine metabolism"	"-0.226"
"D-Glutamine and D-glutamate metabolism"	"-0.231"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.231"
"Vitamin B6 metabolism"	"-0.25"
"Phosphonate and phosphinate metabolism"	"-0.264"
"Riboflavin metabolism"	"-0.281"
"Sulfur relay system"	"-0.281"
"Autophagy - animal"	"-0.296"
"Sulfur metabolism"	"-0.322"
"Synthesis and degradation of ketone bodies"	"-0.326"
"Taurine and hypotaurine metabolism"	"-0.348"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.351"
"Signaling pathways regulating pluripotency of stem cells"	"-0.369"
"Fatty acid biosynthesis"	"-0.371"
"Fluid shear stress and atherosclerosis"	"-0.374"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.383"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.397"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.402"
"Phenylalanine metabolism"	"-0.418"
"Ascorbate and aldarate metabolism"	"-0.42"
"Nitrogen metabolism"	"-0.421"
"Other glycan degradation"	"-0.425"
"Selenocompound metabolism"	"-0.425"
"Primary bile acid biosynthesis"	"-0.427"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.448"
"Oxytocin signaling pathway"	"-0.449"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.452"
"Pantothenate and CoA biosynthesis"	"-0.453"
"Steroid biosynthesis"	"-0.454"
"Arginine biosynthesis"	"-0.462"
"Glycosaminoglycan degradation"	"-0.463"
"Other types of O-glycan biosynthesis"	"-0.47"
"Terpenoid backbone biosynthesis"	"-0.474"
"Renin-angiotensin system"	"-0.485"
"Protein export"	"-0.489"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.491"
"Proximal tubule bicarbonate reclamation"	"-0.491"
"Vitamin digestion and absorption"	"-0.491"
"Histidine metabolism"	"-0.492"
"Pentose and glucuronate interconversions"	"-0.495"
"Mannose type O-glycan biosynthesis"	"-0.496"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.499"
"Biosynthesis of unsaturated fatty acids"	"-0.5"
"alpha-Linolenic acid metabolism"	"-0.502"
"Folate biosynthesis"	"-0.507"
"Protein processing in endoplasmic reticulum"	"-0.53"
"Collecting duct acid secretion"	"-0.531"
"Maturity onset diabetes of the young"	"-0.532"
"Phototransduction"	"-0.534"
"Linoleic acid metabolism"	"-0.536"
"Fatty acid elongation"	"-0.543"
"Circadian rhythm"	"-0.544"
"Hippo signaling pathway - multiple species"	"-0.544"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.546"
"Butanoate metabolism"	"-0.549"
"Nicotinate and nicotinamide metabolism"	"-0.549"
"Citrate cycle (TCA cycle)"	"-0.557"
"Propanoate metabolism"	"-0.562"
"Asthma"	"-0.567"
"Mucin type O-glycan biosynthesis"	"-0.569"
"RNA polymerase"	"-0.573"
"Galactose metabolism"	"-0.576"
"beta-Alanine metabolism"	"-0.577"
"Porphyrin and chlorophyll metabolism"	"-0.586"
"Autophagy - other"	"-0.588"
"Prion diseases"	"-0.592"
"Starch and sucrose metabolism"	"-0.595"
"Fructose and mannose metabolism"	"-0.596"
"SNARE interactions in vesicular transport"	"-0.598"
"African trypanosomiasis"	"-0.606"
"Tyrosine metabolism"	"-0.616"
"Alanine, aspartate and glutamate metabolism"	"-0.618"
"Allograft rejection"	"-0.624"
"Aldosterone-regulated sodium reabsorption"	"-0.625"
"Tryptophan metabolism"	"-0.633"
"Pyruvate metabolism"	"-0.635"
"Nicotine addiction"	"-0.647"
"Graft-versus-host disease"	"-0.651"
"Fat digestion and absorption"	"-0.659"
"Type I diabetes mellitus"	"-0.673"
"ABC transporters"	"-0.674"
"Carbohydrate digestion and absorption"	"-0.679"
"Fatty acid degradation"	"-0.679"
"Aminoacyl-tRNA biosynthesis"	"-0.687"
"Vasopressin-regulated water reabsorption"	"-0.687"
"Basal transcription factors"	"-0.693"
"Type II diabetes mellitus"	"-0.693"
"Proteasome"	"-0.694"
"Intestinal immune network for IgA production"	"-0.695"
"Hedgehog signaling pathway"	"-0.696"
"Valine, leucine and isoleucine degradation"	"-0.696"
"Ether lipid metabolism"	"-0.702"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.707"
"Amino sugar and nucleotide sugar metabolism"	"-0.708"
"Cocaine addiction"	"-0.708"
"Malaria"	"-0.708"
"N-Glycan biosynthesis"	"-0.709"
"Huntington's disease"	"-0.71"
"Notch signaling pathway"	"-0.715"
"Steroid hormone biosynthesis"	"-0.716"
"Sphingolipid metabolism"	"-0.717"
"Ovarian steroidogenesis"	"-0.718"
"Vibrio cholerae infection"	"-0.719"
"Arginine and proline metabolism"	"-0.723"
"Cholesterol metabolism"	"-0.734"
"Mineral absorption"	"-0.735"
"Legionellosis"	"-0.746"
"Retinol metabolism"	"-0.746"
"Autoimmune thyroid disease"	"-0.747"
"Regulation of lipolysis in adipocytes"	"-0.756"
"Staphylococcus aureus infection"	"-0.763"
"VEGF signaling pathway"	"-0.777"
"Viral myocarditis"	"-0.778"
"Drug metabolism - cytochrome P450"	"-0.784"
"Regulation of actin cytoskeleton"	"-0.785"
"Arachidonic acid metabolism"	"-0.792"
"Long-term depression"	"-0.797"
"Longevity regulating pathway - multiple species"	"-0.806"
"Synaptic vesicle cycle"	"-0.806"
"Glycerolipid metabolism"	"-0.81"
"Metabolism of xenobiotics by cytochrome P450"	"-0.813"
"Cytosolic DNA-sensing pathway"	"-0.817"
"Shigellosis"	"-0.82"
"Cortisol synthesis and secretion"	"-0.821"
"Renin secretion"	"-0.827"
"Inflammatory bowel disease (IBD)"	"-0.835"
"Amphetamine addiction"	"-0.839"
"Fc epsilon RI signaling pathway"	"-0.839"
"Long-term potentiation"	"-0.839"
"Glycolysis / Gluconeogenesis"	"-0.841"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.848"
"Adipocytokine signaling pathway"	"-0.853"
"Prolactin signaling pathway"	"-0.853"
"B cell receptor signaling pathway"	"-0.859"
"RIG-I-like receptor signaling pathway"	"-0.864"
"Chemical carcinogenesis"	"-0.865"
"Adherens junction"	"-0.866"
"Bile secretion"	"-0.867"
"Leishmaniasis"	"-0.876"
"Bacterial invasion of epithelial cells"	"-0.878"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.88"
"Pertussis"	"-0.882"
"PPAR signaling pathway"	"-0.882"
"Gastric acid secretion"	"-0.887"
"Inositol phosphate metabolism"	"-0.893"
"Thyroid hormone synthesis"	"-0.895"
"Cardiac muscle contraction"	"-0.902"
"Antigen processing and presentation"	"-0.908"
"Complement and coagulation cascades"	"-0.913"
"Peroxisome"	"-0.924"
"Taste transduction"	"-0.933"
"Hypertrophic cardiomyopathy (HCM)"	"-0.94"
"Salmonella infection"	"-0.945"
"Endocytosis"	"-0.951"
"Insulin secretion"	"-0.955"
"Protein digestion and absorption"	"-0.964"
"Rheumatoid arthritis"	"-0.968"
"Fc gamma R-mediated phagocytosis"	"-0.969"
"GABAergic synapse"	"-0.97"
"Morphine addiction"	"-0.972"
"Salivary secretion"	"-0.972"
"Dilated cardiomyopathy (DCM)"	"-0.973"
"GnRH signaling pathway"	"-0.985"
"Th1 and Th2 cell differentiation"	"-0.989"
"NF-kappa B signaling pathway"	"-0.996"
"Circadian entrainment"	"-1.001"
"Aldosterone synthesis and secretion"	"-1.002"
"Amoebiasis"	"-1.004"
"Pancreatic secretion"	"-1.009"
"Inflammatory mediator regulation of TRP channels"	"-1.011"
"Glycerophospholipid metabolism"	"-1.012"
"Choline metabolism in cancer"	"-1.018"
"Melanogenesis"	"-1.031"
"Phosphatidylinositol signaling system"	"-1.033"
"Glucagon signaling pathway"	"-1.037"
"Chagas disease (American trypanosomiasis)"	"-1.044"
"Toll-like receptor signaling pathway"	"-1.05"
"C-type lectin receptor signaling pathway"	"-1.057"
"Th17 cell differentiation"	"-1.057"
"Insulin resistance"	"-1.061"
"TNF signaling pathway"	"-1.069"
"Serotonergic synapse"	"-1.071"
"Glutamatergic synapse"	"-1.074"
"Leukocyte transendothelial migration"	"-1.084"
"Toxoplasmosis"	"-1.094"
"Cholinergic synapse"	"-1.102"
"Vascular smooth muscle contraction"	"-1.121"
"AMPK signaling pathway"	"-1.122"
"Platelet activation"	"-1.14"
"Lysosome"	"-1.145"
"Osteoclast differentiation"	"-1.159"
"Oxidative phosphorylation"	"-1.167"
"Relaxin signaling pathway"	"-1.174"
"Natural killer cell mediated cytotoxicity"	"-1.177"
"Dopaminergic synapse"	"-1.18"
"Apelin signaling pathway"	"-1.189"
"Ribosome"	"-1.195"
"Insulin signaling pathway"	"-1.198"
"Estrogen signaling pathway"	"-1.199"
"Cell adhesion molecules (CAMs)"	"-1.218"
"Phospholipase D signaling pathway"	"-1.226"
"Parkinson's disease"	"-1.229"
"Adrenergic signaling in cardiomyocytes"	"-1.237"
"Retrograde endocannabinoid signaling"	"-1.248"
"mTOR signaling pathway"	"-1.274"
"cGMP-PKG signaling pathway"	"-1.297"
"NOD-like receptor signaling pathway"	"-1.315"
"Alzheimer's disease"	"-1.335"
"Tuberculosis"	"-1.362"
"Axon guidance"	"-1.369"
"Calcium signaling pathway"	"-1.387"
"Chemokine signaling pathway"	"-1.399"
"Focal adhesion"	"-1.44"
"cAMP signaling pathway"	"-1.443"
"Rap1 signaling pathway"	"-1.483"
"Thermogenesis"	"-1.537"
"Ras signaling pathway"	"-1.546"
"Cytokine-cytokine receptor interaction"	"-1.695"
"Neuroactive ligand-receptor interaction"	"-1.735"
"Olfactory transduction"	"-2.111"
