"ID"	"Pathway"	"Z-score"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"21.951"
"hsa04510"	"Focal adhesion"	"21.212"
"hsa04512"	"ECM-receptor interaction"	"20.528"
"hsa04062"	"Chemokine signaling pathway"	"20.482"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"18.766"
"hsa04360"	"Axon guidance"	"18.195"
"hsa04015"	"Rap1 signaling pathway"	"17.501"
"hsa04742"	"Taste transduction"	"16.315"
"hsa04810"	"Regulation of actin cytoskeleton"	"15.366"
"hsa04072"	"Phospholipase D signaling pathway"	"14.215"
"hsa04151"	"PI3K-Akt signaling pathway"	"13.972"
"hsa05205"	"Proteoglycans in cancer"	"13.654"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"13.258"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"13.008"
"hsa04610"	"Complement and coagulation cascades"	"12.853"
"hsa04014"	"Ras signaling pathway"	"12.799"
"hsa05211"	"Renal cell carcinoma"	"12.382"
"hsa04012"	"ErbB signaling pathway"	"11.7"
"hsa04670"	"Leukocyte transendothelial migration"	"11.217"
"hsa05200"	"Pathways in cancer"	"11.162"
"hsa05206"	"MicroRNAs in cancer"	"11.11"
"hsa05231"	"Choline metabolism in cancer"	"10.695"
"hsa04664"	"Fc epsilon RI signaling pathway"	"10.603"
"hsa05218"	"Melanoma"	"10.589"
"hsa04926"	"Relaxin signaling pathway"	"10.464"
"hsa05144"	"Malaria"	"10.452"
"hsa04370"	"VEGF signaling pathway"	"10.397"
"hsa04630"	"Jak-STAT signaling pathway"	"9.785"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"9.455"
"hsa05165"	"Human papillomavirus infection"	"9.45"
"hsa05100"	"Bacterial invasion of epithelial cells"	"9.12"
"hsa05226"	"Gastric cancer"	"9.075"
"hsa04660"	"T cell receptor signaling pathway"	"8.938"
"hsa05214"	"Glioma"	"8.27"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"8.254"
"hsa05210"	"Colorectal cancer"	"8.178"
"hsa04917"	"Prolactin signaling pathway"	"7.898"
"hsa04010"	"MAPK signaling pathway"	"7.728"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"7.642"
"hsa04611"	"Platelet activation"	"7.632"
"hsa05220"	"Chronic myeloid leukemia"	"7.621"
"hsa05215"	"Prostate cancer"	"7.477"
"hsa05223"	"Non-small cell lung cancer"	"7.409"
"hsa04662"	"B cell receptor signaling pathway"	"7.331"
"hsa05212"	"Pancreatic cancer"	"7.307"
"hsa05219"	"Bladder cancer"	"7.258"
"hsa05224"	"Breast cancer"	"7.184"
"hsa05146"	"Amoebiasis"	"7.161"
"hsa04024"	"cAMP signaling pathway"	"7.124"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"7.02"
"hsa04979"	"Cholesterol metabolism"	"6.683"
"hsa05213"	"Endometrial cancer"	"6.59"
"hsa04722"	"Neurotrophin signaling pathway"	"6.569"
"hsa04974"	"Protein digestion and absorption"	"6.523"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"6.33"
"hsa05161"	"Hepatitis B"	"6.152"
"hsa04071"	"Sphingolipid signaling pathway"	"6.131"
"hsa04380"	"Osteoclast differentiation"	"5.985"
"hsa04068"	"FoxO signaling pathway"	"5.963"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"5.775"
"hsa05225"	"Hepatocellular carcinoma"	"5.734"
"hsa05221"	"Acute myeloid leukemia"	"5.638"
"hsa04725"	"Cholinergic synapse"	"5.553"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"5.306"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"5.134"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"5.014"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"4.99"
"hsa04668"	"TNF signaling pathway"	"4.93"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"4.864"
"hsa04672"	"Intestinal immune network for IgA production"	"4.837"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"4.79"
"hsa04973"	"Carbohydrate digestion and absorption"	"4.649"
"hsa04726"	"Serotonergic synapse"	"4.51"
"hsa04620"	"Toll-like receptor signaling pathway"	"4.494"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"4.437"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"4.416"
"hsa05150"	"Staphylococcus aureus infection"	"4.312"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"4.311"
"hsa05160"	"Hepatitis C"	"4.234"
"hsa04625"	"C-type lectin receptor signaling pathway"	"4.161"
"hsa04930"	"Type II diabetes mellitus"	"4.127"
"hsa04919"	"Thyroid hormone signaling pathway"	"4.117"
"hsa05222"	"Small cell lung cancer"	"4.115"
"hsa05323"	"Rheumatoid arthritis"	"3.725"
"hsa05133"	"Pertussis"	"3.553"
"hsa04520"	"Adherens junction"	"3.519"
"hsa04350"	"TGF-beta signaling pathway"	"3.442"
"hsa04912"	"GnRH signaling pathway"	"3.429"
"hsa04977"	"Vitamin digestion and absorption"	"3.337"
"hsa05131"	"Shigellosis"	"3.224"
"hsa04070"	"Phosphatidylinositol signaling system"	"3.184"
"hsa04640"	"Hematopoietic cell lineage"	"3.177"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"3.14"
"hsa04910"	"Insulin signaling pathway"	"3.11"
