"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"21.951"	"227"	"61.239"	"7.551"
"hsa04510"	"Focal adhesion"	"21.212"	"309"	"106.317"	"9.555"
"hsa04512"	"ECM-receptor interaction"	"20.528"	"102"	"18.268"	"4.079"
"hsa04062"	"Chemokine signaling pathway"	"20.482"	"310"	"110.947"	"9.718"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"18.766"	"311"	"119.331"	"10.213"
"hsa04360"	"Axon guidance"	"18.195"	"221"	"74.88"	"8.031"
"hsa04015"	"Rap1 signaling pathway"	"17.501"	"262"	"100.391"	"9.234"
"hsa04742"	"Taste transduction"	"16.315"	"117"	"33.988"	"5.088"
"hsa04810"	"Regulation of actin cytoskeleton"	"15.366"	"261"	"108.606"	"9.918"
"hsa04072"	"Phospholipase D signaling pathway"	"14.215"	"179"	"71.136"	"7.588"
"hsa04151"	"PI3K-Akt signaling pathway"	"13.972"	"366"	"190.474"	"12.563"
"hsa05205"	"Proteoglycans in cancer"	"13.654"	"267"	"127.784"	"10.196"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"13.258"	"156"	"62.881"	"7.024"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"13.008"	"139"	"52.636"	"6.64"
"hsa04610"	"Complement and coagulation cascades"	"12.853"	"72"	"18.583"	"4.156"
"hsa04014"	"Ras signaling pathway"	"12.799"	"235"	"109.018"	"9.843"
"hsa05211"	"Renal cell carcinoma"	"12.382"	"135"	"52.827"	"6.637"
"hsa04012"	"ErbB signaling pathway"	"11.7"	"157"	"66.511"	"7.734"
"hsa04670"	"Leukocyte transendothelial migration"	"11.217"	"132"	"54.462"	"6.913"
"hsa05200"	"Pathways in cancer"	"11.162"	"451"	"280.081"	"15.313"
"hsa05206"	"MicroRNAs in cancer"	"11.11"	"197"	"96.745"	"9.024"
"hsa05231"	"Choline metabolism in cancer"	"10.695"	"120"	"49.694"	"6.574"
"hsa04664"	"Fc epsilon RI signaling pathway"	"10.603"	"104"	"41.907"	"5.856"
"hsa05218"	"Melanoma"	"10.589"	"113"	"45.752"	"6.351"
"hsa04926"	"Relaxin signaling pathway"	"10.464"	"177"	"88.157"	"8.49"
"hsa05144"	"Malaria"	"10.452"	"48"	"12.617"	"3.385"
"hsa04370"	"VEGF signaling pathway"	"10.397"	"99"	"38.506"	"5.818"
"hsa04630"	"Jak-STAT signaling pathway"	"9.785"	"118"	"52.49"	"6.695"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"9.455"	"20"	"3.204"	"1.776"
"hsa05165"	"Human papillomavirus infection"	"9.45"	"280"	"169.52"	"11.691"
"hsa05100"	"Bacterial invasion of epithelial cells"	"9.12"	"120"	"56.838"	"6.926"
"hsa05226"	"Gastric cancer"	"9.075"	"157"	"82.802"	"8.176"
"hsa04660"	"T cell receptor signaling pathway"	"8.938"	"139"	"69.182"	"7.811"
"hsa05214"	"Glioma"	"8.27"	"113"	"56.351"	"6.85"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"8.254"	"107"	"51.221"	"6.758"
"hsa05210"	"Colorectal cancer"	"8.178"	"133"	"69.29"	"7.79"
"hsa04917"	"Prolactin signaling pathway"	"7.898"	"100"	"49.994"	"6.332"
"hsa04010"	"MAPK signaling pathway"	"7.728"	"263"	"168.982"	"12.166"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"7.642"	"203"	"125.606"	"10.127"
"hsa04611"	"Platelet activation"	"7.632"	"123"	"66.492"	"7.405"
"hsa05220"	"Chronic myeloid leukemia"	"7.621"	"129"	"69.276"	"7.836"
"hsa05215"	"Prostate cancer"	"7.477"	"139"	"78.251"	"8.125"
"hsa05223"	"Non-small cell lung cancer"	"7.409"	"97"	"49.913"	"6.356"
"hsa04662"	"B cell receptor signaling pathway"	"7.331"	"98"	"50.662"	"6.458"
"hsa05212"	"Pancreatic cancer"	"7.307"	"113"	"60.488"	"7.186"
"hsa05219"	"Bladder cancer"	"7.258"	"78"	"38.175"	"5.487"
"hsa05224"	"Breast cancer"	"7.184"	"149"	"87.205"	"8.601"
"hsa05146"	"Amoebiasis"	"7.161"	"88"	"43.983"	"6.146"
"hsa04024"	"cAMP signaling pathway"	"7.124"	"176"	"107.183"	"9.659"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"7.02"	"11"	"1.801"	"1.31"
"hsa04979"	"Cholesterol metabolism"	"6.683"	"40"	"15.156"	"3.718"
"hsa05213"	"Endometrial cancer"	"6.59"	"90"	"48.413"	"6.31"
"hsa04722"	"Neurotrophin signaling pathway"	"6.569"	"148"	"88.847"	"9.004"
"hsa04974"	"Protein digestion and absorption"	"6.523"	"32"	"11.068"	"3.209"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"6.33"	"12"	"2.348"	"1.525"
"hsa05161"	"Hepatitis B"	"6.152"	"163"	"104.666"	"9.482"
"hsa04071"	"Sphingolipid signaling pathway"	"6.131"	"126"	"77.325"	"7.939"
"hsa04380"	"Osteoclast differentiation"	"5.985"	"116"	"69.463"	"7.776"
"hsa04068"	"FoxO signaling pathway"	"5.963"	"150"	"96.003"	"9.055"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"5.775"	"153"	"102.218"	"8.793"
"hsa05225"	"Hepatocellular carcinoma"	"5.734"	"146"	"95.242"	"8.852"
"hsa05221"	"Acute myeloid leukemia"	"5.638"	"82"	"46.531"	"6.291"
"hsa04725"	"Cholinergic synapse"	"5.553"	"94"	"54.751"	"7.068"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"5.306"	"52"	"25.465"	"5.001"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"5.134"	"61"	"33.143"	"5.426"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"5.014"	"112"	"72.965"	"7.785"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"4.99"	"51"	"26.669"	"4.876"
"hsa04668"	"TNF signaling pathway"	"4.93"	"103"	"65.467"	"7.613"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"4.864"	"63"	"35.32"	"5.69"
"hsa04672"	"Intestinal immune network for IgA production"	"4.837"	"31"	"14.111"	"3.492"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"4.79"	"111"	"72.363"	"8.067"
"hsa04973"	"Carbohydrate digestion and absorption"	"4.649"	"31"	"14.088"	"3.638"
"hsa04726"	"Serotonergic synapse"	"4.51"	"81"	"51.471"	"6.547"
"hsa04620"	"Toll-like receptor signaling pathway"	"4.494"	"86"	"54.925"	"6.915"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"4.437"	"40"	"20.944"	"4.295"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"4.416"	"49"	"26.985"	"4.985"
"hsa05150"	"Staphylococcus aureus infection"	"4.312"	"32"	"15.698"	"3.781"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"4.311"	"8"	"1.973"	"1.398"
"hsa05160"	"Hepatitis C"	"4.234"	"112"	"77.757"	"8.087"
